sj,age,gender,op1,op2,probe,product,prime,filler,probe_type,prime_type,prime_decade_consistency,prime_cond,acc,RT,block,problem_size,timing
sj12,20,male,7,6,48,42,-1,0,neighbour,neutral,NA,neutral,0,1008,1,large,ok
sj12,20,male,4,4,12,16,-1,0,neighbour,neutral,NA,neutral,1,1124,1,small,ok
sj12,20,male,7,3,21,21,-1,0,product,neutral,NA,neutral,0,1265,1,small,ok
sj12,20,male,6,6,30,36,30,0,neighbour,identity,NA,identity,0,849,1,large,ok
sj12,20,male,7,8,62,56,-1,1,unrelated,neutral,NA,neutral,1,1301,1,large,ok
sj12,20,male,5,6,30,30,35,0,product,neighbour,consistent,neigh_con,1,1534,1,small,ok
sj12,20,male,3,7,24,21,-1,0,neighbour,neutral,NA,neutral,0,NA,1,small,ok
sj12,20,male,8,7,56,56,49,1,product,neighbour,inconsistent,neigh_inc,0,1266,1,large,ok
sj12,20,male,4,5,20,20,20,0,product,identity,NA,identity,1,1314,1,small,ok
sj12,20,male,3,7,21,21,19,0,product,unrelated,inconsistent,unrel_inc,0,1745,1,small,ok
sj12,20,male,5,5,25,25,25,0,product,identity,NA,identity,1,1217,1,small,ok
sj12,20,male,3,6,21,18,21,0,neighbour,identity,NA,identity,1,1587,1,small,ok
sj12,20,male,7,7,43,49,-1,0,unrelated,neutral,NA,neutral,1,1315,1,large,ok
sj12,20,male,4,4,16,16,16,0,product,identity,NA,identity,1,1010,1,small,ok
sj12,20,male,4,7,32,28,-1,0,neighbour,neutral,NA,neutral,0,NA,1,small,ok
sj12,20,male,4,8,32,32,28,0,product,neighbour,inconsistent,neigh_inc,1,1294,1,large,ok
sj12,20,male,3,6,14,18,14,0,unrelated,identity,NA,identity,1,993,1,small,ok
sj12,20,male,3,5,18,15,-1,1,neighbour,neutral,NA,neutral,1,1215,1,small,ok
sj12,20,male,6,7,42,42,48,0,product,neighbour,consistent,neigh_con,0,1153,1,large,ok
sj12,20,male,4,6,24,24,28,1,product,neighbour,consistent,neigh_con,1,1167,1,small,ok
sj12,20,male,6,3,18,18,14,0,product,unrelated,consistent,unrel_con,1,1364,1,small,ok
sj12,20,male,7,8,56,56,62,1,product,unrelated,inconsistent,unrel_inc,1,1488,1,large,ok
sj12,20,male,7,6,42,42,48,0,product,neighbour,consistent,neigh_con,1,1172,1,large,ok
sj12,20,male,6,8,48,48,53,0,product,unrelated,inconsistent,unrel_inc,0,1566,1,large,ok
sj12,20,male,8,4,32,32,29,0,product,unrelated,inconsistent,unrel_inc,1,1443,1,large,ok
sj12,20,male,8,6,42,48,-1,0,neighbour,neutral,NA,neutral,0,1327,1,large,ok
sj12,20,male,6,4,24,24,22,1,product,unrelated,consistent,unrel_con,0,1379,1,small,ok
sj12,20,male,6,7,42,42,47,0,product,unrelated,consistent,unrel_con,1,1436,1,large,ok
sj12,20,male,7,4,24,28,-1,0,neighbour,neutral,NA,neutral,1,1298,1,small,ok
sj12,20,male,5,8,40,40,35,0,product,neighbour,inconsistent,neigh_inc,1,1460,1,large,ok
sj12,20,male,5,7,35,35,30,0,product,neighbour,consistent,neigh_con,0,1756,1,large,ok
sj12,20,male,6,4,28,24,-1,1,neighbour,neutral,NA,neutral,1,1667,1,small,ok
sj12,20,male,8,4,32,32,37,0,product,unrelated,consistent,unrel_con,1,1315,1,large,ok
sj12,20,male,8,3,22,24,-1,1,unrelated,neutral,NA,neutral,1,1601,1,small,ok
sj12,20,male,4,5,16,20,-1,0,neighbour,neutral,NA,neutral,1,1598,1,small,ok
sj12,20,male,7,5,35,35,35,0,product,identity,NA,identity,1,1652,1,large,ok
sj12,20,male,7,5,30,35,30,0,neighbour,identity,NA,identity,1,1918,1,large,ok
sj12,20,male,3,4,7,12,7,1,unrelated,identity,NA,identity,0,NA,1,small,ok
sj12,20,male,3,4,12,12,-1,1,product,neutral,NA,neutral,1,1638,1,small,ok
sj12,20,male,6,4,22,24,22,1,unrelated,identity,NA,identity,0,NA,1,small,ok
sj12,20,male,4,3,17,12,17,1,unrelated,identity,NA,identity,1,1117,1,small,ok
sj12,20,male,3,5,18,15,18,1,neighbour,identity,NA,identity,1,1203,1,small,ok
sj12,20,male,4,5,20,20,-1,0,product,neutral,NA,neutral,1,1056,1,small,ok
sj12,20,male,4,3,17,12,-1,1,unrelated,neutral,NA,neutral,1,1458,1,small,ok
sj12,20,male,8,7,56,56,47,1,product,unrelated,inconsistent,unrel_inc,1,1316,1,large,ok
sj12,20,male,8,3,24,24,26,1,product,unrelated,consistent,unrel_con,1,1139,1,small,ok
sj12,20,male,3,7,21,21,21,0,product,identity,NA,identity,1,1595,1,small,ok
sj12,20,male,5,6,35,30,-1,0,neighbour,neutral,NA,neutral,1,1281,1,small,ok
sj12,20,male,4,6,28,24,-1,1,neighbour,neutral,NA,neutral,1,1037,1,small,ok
sj12,20,male,4,8,32,32,37,0,product,unrelated,consistent,unrel_con,1,1443,1,large,ok
sj12,20,male,7,4,28,28,32,0,product,neighbour,inconsistent,neigh_inc,1,1680,1,small,ok
sj12,20,male,3,6,18,18,-1,0,product,neutral,NA,neutral,1,1436,1,small,ok
sj12,20,male,6,6,42,36,-1,0,neighbour,neutral,NA,neutral,1,1666,1,large,ok
sj12,20,male,7,5,40,35,-1,0,neighbour,neutral,NA,neutral,1,1827,1,large,ok
sj12,20,male,5,6,30,30,-1,0,product,neutral,NA,neutral,1,1443,1,small,ok
sj12,20,male,8,6,54,48,-1,0,neighbour,neutral,NA,neutral,0,1824,1,large,ok
sj12,20,male,4,7,31,28,31,0,unrelated,identity,NA,identity,1,978,2,small,ok
sj12,20,male,7,5,31,35,-1,0,unrelated,neutral,NA,neutral,0,NA,2,large,ok
sj12,20,male,7,7,49,49,42,0,product,neighbour,consistent,neigh_con,1,662,2,large,ok
sj12,20,male,6,4,24,24,24,1,product,identity,NA,identity,1,942,2,small,ok
sj12,20,male,5,4,16,20,16,0,neighbour,identity,NA,identity,1,1167,2,small,ok
sj12,20,male,3,7,21,21,-1,0,product,neutral,NA,neutral,1,755,2,small,ok
sj12,20,male,4,4,20,16,-1,0,neighbour,neutral,NA,neutral,1,881,2,small,ok
sj12,20,male,6,7,36,42,-1,0,neighbour,neutral,NA,neutral,1,1246,2,large,ok
sj12,20,male,5,4,20,20,-1,0,product,neutral,NA,neutral,1,849,2,small,ok
sj12,20,male,7,8,56,56,56,1,product,identity,NA,identity,1,844,2,large,ok
sj12,20,male,5,5,25,25,20,0,product,neighbour,consistent,neigh_con,1,1280,2,small,ok
sj12,20,male,6,5,34,30,-1,0,unrelated,neutral,NA,neutral,1,1260,2,small,ok
sj12,20,male,4,4,16,16,22,0,product,unrelated,inconsistent,unrel_inc,1,812,2,small,ok
sj12,20,male,3,4,17,12,-1,1,unrelated,neutral,NA,neutral,1,911,2,small,ok
sj12,20,male,7,6,48,42,48,0,neighbour,identity,NA,identity,1,1549,2,large,ok
sj12,20,male,7,5,35,35,-1,0,product,neutral,NA,neutral,1,1259,2,large,ok
sj12,20,male,3,6,15,18,-1,0,neighbour,neutral,NA,neutral,1,1084,2,small,ok
sj12,20,male,8,4,28,32,28,0,neighbour,identity,NA,identity,1,1072,2,large,ok
sj12,20,male,6,7,47,42,47,0,unrelated,identity,NA,identity,0,1054,2,large,ok
sj12,20,male,4,4,12,16,12,0,neighbour,identity,NA,identity,1,1600,2,small,ok
sj12,20,male,4,3,7,12,7,1,unrelated,identity,NA,identity,1,1085,2,small,ok
sj12,20,male,7,7,49,49,49,0,product,identity,NA,identity,1,865,2,large,ok
sj12,20,male,4,3,12,12,17,1,product,unrelated,consistent,unrel_con,1,1361,2,small,ok
sj12,20,male,7,7,49,49,43,0,product,unrelated,consistent,unrel_con,1,1325,2,large,ok
sj12,20,male,5,7,35,35,-1,0,product,neutral,NA,neutral,1,1201,2,large,ok
sj12,20,male,6,6,36,36,36,0,product,identity,NA,identity,1,1022,2,large,ok
sj12,20,male,5,4,17,20,-1,0,unrelated,neutral,NA,neutral,0,1822,2,small,ok
sj12,20,male,5,8,37,40,37,0,unrelated,identity,NA,identity,1,1230,2,large,ok
sj12,20,male,6,6,30,36,-1,0,neighbour,neutral,NA,neutral,1,1213,2,large,ok
sj12,20,male,4,6,29,24,29,1,unrelated,identity,NA,identity,1,1663,2,small,ok
sj12,20,male,4,8,37,32,-1,0,unrelated,neutral,NA,neutral,1,1183,2,large,ok
sj12,20,male,8,8,56,64,-1,1,neighbour,neutral,NA,neutral,1,1951,2,large,ok
sj12,20,male,6,3,18,18,-1,0,product,neutral,NA,neutral,1,1598,2,small,ok
sj12,20,male,4,7,32,28,32,0,neighbour,identity,NA,identity,0,1572,2,small,ok
sj12,20,male,8,7,47,56,47,1,unrelated,identity,NA,identity,1,1438,2,large,ok
sj12,20,male,4,8,32,32,-1,0,product,neutral,NA,neutral,1,1269,2,large,ok
sj12,20,male,7,3,18,21,-1,0,neighbour,neutral,NA,neutral,1,843,2,small,ok
sj12,20,male,6,7,48,42,48,0,neighbour,identity,NA,identity,1,863,2,large,ok
sj12,20,male,6,6,36,36,-1,0,product,neutral,NA,neutral,1,959,2,large,ok
sj12,20,male,3,7,18,21,18,0,neighbour,identity,NA,identity,1,907,2,small,ok
sj12,20,male,6,5,30,30,35,0,product,neighbour,consistent,neigh_con,0,1524,2,small,ok
sj12,20,male,3,4,7,12,-1,1,unrelated,neutral,NA,neutral,1,1696,2,small,ok
sj12,20,male,5,3,15,15,15,1,product,identity,NA,identity,1,1938,2,small,ok
sj12,20,male,4,8,36,32,36,0,neighbour,identity,NA,identity,1,1717,2,large,ok
sj12,20,male,4,3,12,12,7,1,product,unrelated,inconsistent,unrel_inc,0,NA,2,small,ok
sj12,20,male,6,4,29,24,-1,1,unrelated,neutral,NA,neutral,0,1477,2,small,ok
sj12,20,male,4,6,24,24,22,1,product,unrelated,consistent,unrel_con,0,1444,2,small,ok
sj12,20,male,7,7,42,49,-1,0,neighbour,neutral,NA,neutral,0,NA,2,large,ok
sj12,20,male,3,7,21,21,21,0,product,identity,NA,identity,0,NA,2,small,ok
sj12,20,male,6,8,48,48,48,0,product,identity,NA,identity,0,1221,2,large,ok
sj12,20,male,3,6,14,18,-1,0,unrelated,neutral,NA,neutral,1,1293,2,small,ok
sj12,20,male,5,4,24,20,-1,0,neighbour,neutral,NA,neutral,1,1055,2,small,ok
sj12,20,male,6,4,22,24,-1,1,unrelated,neutral,NA,neutral,1,945,2,small,ok
sj12,20,male,7,3,21,21,21,0,product,identity,NA,identity,1,1441,2,small,ok
sj12,20,male,3,6,22,18,22,0,unrelated,identity,NA,identity,1,958,2,small,ok
sj12,20,male,3,3,6,9,6,1,neighbour,identity,NA,identity,1,1348,2,small,ok
sj12,20,male,7,4,28,28,-1,0,product,neutral,NA,neutral,0,NA,2,small,ok
sj12,20,male,3,6,15,18,15,0,neighbour,identity,NA,identity,1,1718,2,small,ok
sj12,20,male,6,5,35,30,-1,0,neighbour,neutral,NA,neutral,1,1899,2,small,ok
sj12,20,male,3,8,21,24,21,1,neighbour,identity,NA,identity,0,NA,2,small,ok
sj12,20,male,5,7,40,35,-1,0,neighbour,neutral,NA,neutral,0,1118,2,large,ok
sj12,20,male,8,8,71,64,71,1,unrelated,identity,NA,identity,1,1396,2,large,ok
sj12,20,male,5,3,15,15,15,1,product,identity,NA,identity,0,1634,2,small,ok
sj12,20,male,6,7,42,42,36,0,product,neighbour,inconsistent,neigh_inc,1,913,2,large,ok
sj12,20,male,4,5,20,20,20,0,product,identity,NA,identity,1,1006,2,small,ok
sj12,20,male,8,8,72,64,72,1,neighbour,identity,NA,identity,1,963,2,large,ok
sj12,20,male,8,4,32,32,36,0,product,neighbour,consistent,neigh_con,1,911,2,large,ok
sj12,20,male,5,5,22,25,-1,0,unrelated,neutral,NA,neutral,1,1005,2,small,ok
sj12,20,male,6,5,30,30,25,0,product,neighbour,inconsistent,neigh_inc,1,1602,2,small,ok
sj12,20,male,6,3,14,18,-1,0,unrelated,neutral,NA,neutral,1,878,2,small,ok
sj12,20,male,5,7,31,35,-1,0,unrelated,neutral,NA,neutral,1,884,2,large,ok
sj12,20,male,3,7,23,21,-1,0,unrelated,neutral,NA,neutral,1,1792,2,small,ok
sj12,20,male,8,3,24,24,24,1,product,identity,NA,identity,1,1239,3,small,ok
sj12,20,male,4,5,24,20,-1,0,neighbour,neutral,NA,neutral,1,795,3,small,ok
sj12,20,male,4,3,9,12,-1,1,neighbour,neutral,NA,neutral,1,1121,3,small,ok
sj12,20,male,6,6,36,36,41,0,product,unrelated,inconsistent,unrel_inc,0,1037,3,large,ok
sj12,20,male,3,5,15,15,13,1,product,unrelated,consistent,unrel_con,1,852,3,small,ok
sj12,20,male,4,4,16,16,-1,0,product,neutral,NA,neutral,1,1134,3,small,ok
sj12,20,male,7,4,28,28,28,0,product,identity,NA,identity,1,1328,3,small,ok
sj12,20,male,8,8,64,64,64,1,product,identity,NA,identity,1,980,3,large,ok
sj12,20,male,8,3,26,24,-1,1,unrelated,neutral,NA,neutral,1,1533,3,small,ok
sj12,20,male,5,7,40,35,40,0,neighbour,identity,NA,identity,1,927,3,large,ok
sj12,20,male,8,6,48,48,41,0,product,unrelated,consistent,unrel_con,0,1124,3,large,ok
sj12,20,male,7,8,62,56,62,1,unrelated,identity,NA,identity,0,879,3,large,ok
sj12,20,male,5,3,19,15,19,1,unrelated,identity,NA,identity,1,1100,3,small,ok
sj12,20,male,3,6,18,18,-1,0,product,neutral,NA,neutral,1,1420,3,small,ok
sj12,20,male,4,3,15,12,-1,1,neighbour,neutral,NA,neutral,1,1452,3,small,ok
sj12,20,male,6,5,25,30,25,0,neighbour,identity,NA,identity,1,1454,3,small,ok
sj12,20,male,6,8,41,48,-1,0,unrelated,neutral,NA,neutral,1,1393,3,large,ok
sj12,20,male,8,4,37,32,-1,0,unrelated,neutral,NA,neutral,1,895,3,large,ok
sj12,20,male,4,4,16,16,16,0,product,identity,NA,identity,1,1010,3,small,ok
sj12,20,male,8,8,64,64,64,1,product,identity,NA,identity,1,1260,3,large,ok
sj12,20,male,4,8,28,32,28,0,neighbour,identity,NA,identity,1,1388,3,large,ok
sj12,20,male,8,7,56,56,62,1,product,unrelated,inconsistent,unrel_inc,1,1700,3,large,ok
sj12,20,male,6,8,48,48,-1,0,product,neutral,NA,neutral,1,1436,3,large,ok
sj12,20,male,8,8,64,64,57,1,product,unrelated,inconsistent,unrel_inc,0,1811,3,large,ok
sj12,20,male,3,4,9,12,9,1,neighbour,identity,NA,identity,1,1341,3,small,ok
sj12,20,male,4,6,29,24,-1,1,unrelated,neutral,NA,neutral,1,1421,3,small,ok
sj12,20,male,6,3,22,18,-1,0,unrelated,neutral,NA,neutral,0,1774,3,small,ok
sj12,20,male,6,5,30,30,30,0,product,identity,NA,identity,1,1664,3,small,ok
sj12,20,male,8,5,45,40,-1,0,neighbour,neutral,NA,neutral,0,1760,3,large,ok
sj12,20,male,3,8,24,24,24,1,product,identity,NA,identity,1,1421,3,small,ok
sj12,20,male,8,3,27,24,27,1,neighbour,identity,NA,identity,0,1309,3,small,ok
sj12,20,male,4,7,23,28,-1,0,unrelated,neutral,NA,neutral,1,1739,3,small,ok
sj12,20,male,5,3,19,15,-1,1,unrelated,neutral,NA,neutral,1,1547,3,small,ok
sj12,20,male,7,6,47,42,47,0,unrelated,identity,NA,identity,1,1588,3,large,ok
sj12,20,male,4,4,22,16,-1,0,unrelated,neutral,NA,neutral,1,1492,3,small,ok
sj12,20,male,6,7,37,42,37,0,unrelated,identity,NA,identity,1,1470,3,large,ok
sj12,20,male,6,3,21,18,-1,0,neighbour,neutral,NA,neutral,1,1596,3,small,ok
sj12,20,male,8,4,36,32,-1,0,neighbour,neutral,NA,neutral,0,NA,3,large,ok
sj12,20,male,8,5,40,40,44,0,product,unrelated,consistent,unrel_con,1,1157,3,large,ok
sj12,20,male,4,8,32,32,32,0,product,identity,NA,identity,1,1187,3,large,ok
sj12,20,male,8,5,44,40,44,0,unrelated,identity,NA,identity,1,1315,3,large,ok
sj12,20,male,8,5,40,40,45,0,product,neighbour,consistent,neigh_con,1,1314,3,large,ok
sj12,20,male,8,7,56,56,-1,1,product,neutral,NA,neutral,1,1424,3,large,ok
sj12,20,male,3,4,12,12,-1,1,product,neutral,NA,neutral,1,896,3,small,ok
sj12,20,male,4,4,20,16,20,0,neighbour,identity,NA,identity,1,1155,3,small,ok
sj12,20,male,3,4,12,12,15,1,product,neighbour,consistent,neigh_con,1,1041,3,small,ok
sj12,20,male,8,6,48,48,-1,0,product,neutral,NA,neutral,1,1277,3,large,ok
sj12,20,male,5,5,20,25,20,0,neighbour,identity,NA,identity,0,1635,3,small,ok
sj12,20,male,8,7,56,56,63,1,product,neighbour,inconsistent,neigh_inc,1,1474,3,large,ok
sj12,20,male,8,5,40,40,37,0,product,unrelated,inconsistent,unrel_inc,1,1024,3,large,ok
sj12,20,male,3,3,9,9,6,1,product,neighbour,consistent,neigh_con,1,865,3,small,ok
sj12,20,male,7,6,37,42,-1,0,unrelated,neutral,NA,neutral,1,944,3,large,ok
sj12,20,male,5,3,12,15,12,1,neighbour,identity,NA,identity,1,1537,3,small,ok
sj12,20,male,6,7,48,42,-1,0,neighbour,neutral,NA,neutral,1,1747,3,large,ok
sj12,20,male,4,5,20,20,-1,0,product,neutral,NA,neutral,1,1315,3,small,ok
sj12,20,male,7,8,56,56,56,1,product,identity,NA,identity,1,1745,3,large,ok
sj12,20,male,8,3,24,24,-1,1,product,neutral,NA,neutral,1,1362,3,small,ok
sj12,20,male,6,4,28,24,28,1,neighbour,identity,NA,identity,1,1342,3,small,ok
sj12,20,male,5,7,35,35,41,0,product,unrelated,inconsistent,unrel_inc,0,1630,3,large,ok
sj12,20,male,5,8,40,40,-1,0,product,neutral,NA,neutral,1,1612,3,large,ok
sj12,20,male,3,8,27,24,-1,1,neighbour,neutral,NA,neutral,1,1631,3,small,ok
sj12,20,male,5,3,15,15,-1,1,product,neutral,NA,neutral,0,1581,3,small,ok
sj12,20,male,4,6,24,24,24,1,product,identity,NA,identity,1,1261,3,small,ok
sj12,20,male,8,8,71,64,-1,1,unrelated,neutral,NA,neutral,1,1790,3,large,ok
sj12,20,male,3,7,21,21,18,0,product,neighbour,inconsistent,neigh_inc,1,1532,3,small,ok
sj12,20,male,5,5,25,25,-1,0,product,neutral,NA,neutral,1,1022,3,small,ok
sj12,20,male,8,5,40,40,40,0,product,identity,NA,identity,1,1119,3,large,ok
sj12,20,male,8,3,24,24,22,1,product,unrelated,consistent,unrel_con,1,1227,3,small,ok
sj12,20,male,5,5,31,25,31,0,unrelated,identity,NA,identity,1,1443,3,small,ok
sj12,20,male,7,6,42,42,36,0,product,neighbour,inconsistent,neigh_inc,1,1583,3,large,ok
sj12,20,male,4,3,7,12,-1,1,unrelated,neutral,NA,neutral,1,1744,3,small,ok
sj12,20,male,4,6,24,24,24,1,product,identity,NA,identity,1,1824,3,small,ok
sj12,20,male,8,6,48,48,48,0,product,identity,NA,identity,1,1637,4,large,ok
sj12,20,male,3,6,18,18,18,0,product,identity,NA,identity,1,1091,4,small,ok
sj12,20,male,3,6,21,18,-1,0,neighbour,neutral,NA,neutral,1,1709,4,small,ok
sj12,20,male,4,4,16,16,13,0,product,unrelated,consistent,unrel_con,1,1163,4,small,ok
sj12,20,male,4,7,23,28,23,0,unrelated,identity,NA,identity,1,1199,4,small,ok
sj12,20,male,6,3,15,18,-1,0,neighbour,neutral,NA,neutral,0,1084,4,small,ok
sj12,20,male,4,6,22,24,22,1,unrelated,identity,NA,identity,1,1104,4,small,ok
sj12,20,male,3,5,19,15,19,1,unrelated,identity,NA,identity,1,944,4,small,ok
sj12,20,male,8,8,64,64,-1,1,product,neutral,NA,neutral,1,1040,4,large,ok
sj12,20,male,6,8,48,48,-1,0,product,neutral,NA,neutral,0,1069,4,large,ok
sj12,20,male,4,5,17,20,-1,0,unrelated,neutral,NA,neutral,1,1115,4,small,ok
sj12,20,male,4,5,20,20,24,0,product,neighbour,consistent,neigh_con,1,1345,4,small,ok
sj12,20,male,5,8,40,40,40,0,product,identity,NA,identity,1,834,4,large,ok
sj12,20,male,7,8,56,56,47,1,product,unrelated,inconsistent,unrel_inc,1,832,4,large,ok
sj12,20,male,5,8,40,40,45,0,product,neighbour,consistent,neigh_con,1,1038,4,large,ok
sj12,20,male,6,8,54,48,54,0,neighbour,identity,NA,identity,0,820,4,large,ok
sj12,20,male,4,8,36,32,-1,0,neighbour,neutral,NA,neutral,0,1164,4,large,ok
sj12,20,male,3,6,18,18,18,0,product,identity,NA,identity,1,1297,4,small,ok
sj12,20,male,6,6,42,36,42,0,neighbour,identity,NA,identity,1,1636,4,large,ok
sj12,20,male,6,4,24,24,-1,1,product,neutral,NA,neutral,1,1265,4,small,ok
sj12,20,male,3,3,12,9,-1,1,neighbour,neutral,NA,neutral,1,1250,4,small,ok
sj12,20,male,8,8,64,64,72,1,product,neighbour,inconsistent,neigh_inc,1,1388,4,large,ok
sj12,20,male,3,3,9,9,12,1,product,neighbour,inconsistent,neigh_inc,1,1300,4,small,ok
sj12,20,male,5,8,40,40,40,0,product,identity,NA,identity,1,1325,4,large,ok
sj12,20,male,3,4,12,12,9,1,product,neighbour,inconsistent,neigh_inc,1,1409,4,small,ok
sj12,20,male,3,8,26,24,-1,1,unrelated,neutral,NA,neutral,1,1499,4,small,ok
sj12,20,male,8,7,62,56,62,1,unrelated,identity,NA,identity,1,1580,4,large,ok
sj12,20,male,7,5,41,35,-1,0,unrelated,neutral,NA,neutral,1,1516,4,large,ok
sj12,20,male,8,5,37,40,37,0,unrelated,identity,NA,identity,1,1442,4,large,ok
sj12,20,male,8,3,24,24,-1,1,product,neutral,NA,neutral,0,1262,4,small,ok
sj12,20,male,6,4,20,24,-1,1,neighbour,neutral,NA,neutral,1,1470,4,small,ok
sj12,20,male,8,5,35,40,35,0,neighbour,identity,NA,identity,1,1564,4,large,ok
sj12,20,male,8,3,26,24,26,1,unrelated,identity,NA,identity,1,1233,4,small,ok
sj12,20,male,5,6,30,30,-1,0,product,neutral,NA,neutral,1,1551,4,small,ok
sj12,20,male,3,6,18,18,15,0,product,neighbour,consistent,neigh_con,1,1213,4,small,ok
sj12,20,male,7,4,28,28,23,0,product,unrelated,consistent,unrel_con,1,1519,4,small,ok
sj12,20,male,7,7,56,49,-1,0,neighbour,neutral,NA,neutral,1,1516,4,large,ok
sj12,20,male,4,6,20,24,20,1,neighbour,identity,NA,identity,1,1570,4,small,ok
sj12,20,male,6,3,18,18,21,0,product,neighbour,inconsistent,neigh_inc,1,1404,4,small,ok
sj12,20,male,8,6,41,48,41,0,unrelated,identity,NA,identity,1,1265,4,large,ok
sj12,20,male,6,3,18,18,-1,0,product,neutral,NA,neutral,1,1409,4,small,ok
sj12,20,male,8,5,37,40,-1,0,unrelated,neutral,NA,neutral,1,1291,4,large,ok
sj12,20,male,6,3,14,18,14,0,unrelated,identity,NA,identity,1,1213,4,small,ok
sj12,20,male,5,8,44,40,-1,0,unrelated,neutral,NA,neutral,1,1184,4,large,ok
sj12,20,male,8,4,32,32,-1,0,product,neutral,NA,neutral,1,1088,4,large,ok
sj12,20,male,6,5,30,30,-1,0,product,neutral,NA,neutral,0,1301,4,small,ok
sj12,20,male,7,3,23,21,23,0,unrelated,identity,NA,identity,1,1069,4,small,ok
sj12,20,male,4,4,22,16,22,0,unrelated,identity,NA,identity,1,1003,4,small,ok
sj12,20,male,3,5,15,15,18,1,product,neighbour,consistent,neigh_con,1,1343,4,small,ok
sj12,20,male,3,8,21,24,-1,1,neighbour,neutral,NA,neutral,1,655,4,small,ok
sj12,20,male,4,3,12,12,12,1,product,identity,NA,identity,1,1266,4,small,ok
sj12,20,male,4,6,24,24,-1,1,product,neutral,NA,neutral,1,1330,4,small,ok
sj12,20,male,3,3,11,9,11,1,unrelated,identity,NA,identity,1,1052,4,small,ok
sj12,20,male,5,7,35,35,40,0,product,neighbour,inconsistent,neigh_inc,1,1135,4,large,ok
sj12,20,male,5,5,25,25,30,0,product,neighbour,inconsistent,neigh_inc,1,1057,4,small,ok
sj12,20,male,8,3,21,24,-1,1,neighbour,neutral,NA,neutral,1,1075,4,small,ok
sj12,20,male,5,5,20,25,-1,0,neighbour,neutral,NA,neutral,1,1073,4,small,ok
sj12,20,male,8,3,24,24,24,1,product,identity,NA,identity,1,959,4,small,ok
sj12,20,male,6,8,54,48,-1,0,neighbour,neutral,NA,neutral,1,1003,4,large,ok
sj12,20,male,6,4,24,24,20,1,product,neighbour,consistent,neigh_con,1,816,4,small,ok
sj12,20,male,7,8,47,56,-1,1,unrelated,neutral,NA,neutral,1,834,4,large,ok
sj12,20,male,8,6,42,48,42,0,neighbour,identity,NA,identity,1,976,4,large,ok
sj12,20,male,4,4,13,16,-1,0,unrelated,neutral,NA,neutral,1,1123,4,small,ok
sj12,20,male,8,4,32,32,32,0,product,identity,NA,identity,1,1247,4,large,ok
sj12,20,male,4,7,28,28,-1,0,product,neutral,NA,neutral,1,1316,4,small,ok
sj12,20,male,6,5,34,30,34,0,unrelated,identity,NA,identity,1,1217,4,small,ok
sj12,20,male,5,8,40,40,44,0,product,unrelated,consistent,unrel_con,0,1300,4,large,ok
sj12,20,male,4,6,24,24,20,1,product,neighbour,consistent,neigh_con,1,924,4,small,ok
sj12,20,male,8,6,48,48,48,0,product,identity,NA,identity,1,1184,4,large,ok
sj12,20,male,5,3,12,15,-1,1,neighbour,neutral,NA,neutral,1,1680,4,small,ok
sj12,20,male,4,5,23,20,23,0,unrelated,identity,NA,identity,1,1069,4,small,ok
sj12,20,male,3,5,12,15,-1,1,neighbour,neutral,NA,neutral,0,987,4,small,ok
sj12,20,male,7,4,31,28,31,0,unrelated,identity,NA,identity,1,1025,5,small,ok
sj12,20,male,3,8,26,24,26,1,unrelated,identity,NA,identity,1,770,5,small,ok
sj12,20,male,6,3,22,18,22,0,unrelated,identity,NA,identity,1,1036,5,small,ok
sj12,20,male,5,5,30,25,30,0,neighbour,identity,NA,identity,1,1842,5,small,ok
sj12,20,male,7,3,21,21,18,0,product,neighbour,inconsistent,neigh_inc,1,702,5,small,ok
sj12,20,male,4,7,28,28,32,0,product,neighbour,inconsistent,neigh_inc,0,1871,5,small,ok
sj12,20,male,3,6,22,18,-1,0,unrelated,neutral,NA,neutral,1,1405,5,small,ok
sj12,20,male,7,7,49,49,-1,0,product,neutral,NA,neutral,1,1281,5,large,ok
sj12,20,male,5,4,23,20,23,0,unrelated,identity,NA,identity,1,1102,5,small,ok
sj12,20,male,3,4,9,12,-1,1,neighbour,neutral,NA,neutral,1,1246,5,small,ok
sj12,20,male,5,5,31,25,-1,0,unrelated,neutral,NA,neutral,1,1090,5,small,ok
sj12,20,male,7,7,49,49,56,0,product,neighbour,inconsistent,neigh_inc,1,1212,5,large,ok
sj12,20,male,6,8,53,48,53,0,unrelated,identity,NA,identity,1,1247,5,large,ok
sj12,20,male,3,3,11,9,-1,1,unrelated,neutral,NA,neutral,1,915,5,small,ok
sj12,20,male,4,8,37,32,37,0,unrelated,identity,NA,identity,1,1729,5,large,ok
sj12,20,male,5,7,35,35,31,0,product,unrelated,consistent,unrel_con,0,1467,5,large,ok
sj12,20,male,8,6,48,48,42,0,product,neighbour,consistent,neigh_con,1,1060,5,large,ok
sj12,20,male,5,3,15,15,-1,1,product,neutral,NA,neutral,1,988,5,small,ok
sj12,20,male,7,3,21,21,23,0,product,unrelated,consistent,unrel_con,1,1156,5,small,ok
sj12,20,male,6,5,23,30,23,0,unrelated,identity,NA,identity,1,1442,5,small,ok
sj12,20,male,3,8,24,24,27,1,product,neighbour,consistent,neigh_con,1,1343,5,small,ok
sj12,20,male,6,4,24,24,24,1,product,identity,NA,identity,1,1375,5,small,ok
