sj,age,gender,op1,op2,probe,product,prime,filler,probe_type,prime_type,prime_decade_consistency,prime_cond,SOA,acc,RT,block,problem_size,timing
sj01,24,female,4,7,26,28,-1,0,unrelated,neutral,NA,neutral,SOA_220,1,708,2,small,ok
sj01,24,female,6,7,36,42,-1,0,neighbour,neutral,NA,neutral,SOA_220,1,556,2,large,ok
sj01,24,female,4,4,16,16,23,0,product,unrelated,inconsistent,unrel_inc,SOA_170,1,522,2,small,ok
sj01,24,female,4,7,28,28,26,0,product,unrelated,consistent,unrel_con,SOA_220,1,710,2,small,ok
sj01,24,female,5,8,48,40,40,0,neighbour,product,NA,NA,SOA_170,1,1188,2,large,ok
sj01,24,female,3,6,18,18,21,0,product,neighbour,inconsistent,neigh_inc,SOA_170,1,579,2,small,ok
sj01,24,female,4,7,28,28,-1,0,product,neutral,NA,neutral,SOA_050,1,765,2,small,ok
sj01,24,female,4,4,12,16,-1,0,neighbour,neutral,NA,neutral,SOA_170,1,569,2,small,ok
sj01,24,female,9,6,63,54,-1,1,filler_neighbour,neutral,NA,neutral,SOA_220,0,707,2,large,ok
sj01,24,female,5,7,35,35,41,0,product,unrelated,inconsistent,unrel_inc,SOA_050,1,1196,2,large,ok
sj01,24,female,9,6,63,54,-1,1,filler_neighbour,neutral,NA,neutral,SOA_050,1,825,2,large,ok
sj01,24,female,7,6,42,42,48,0,product,neighbour,consistent,neigh_con,SOA_050,1,426,2,large,ok
sj01,24,female,7,4,32,28,-1,0,neighbour,neutral,NA,neutral,SOA_220,0,634,2,small,ok
sj01,24,female,6,7,48,42,42,0,neighbour,product,NA,NA,SOA_170,1,632,2,large,ok
sj01,24,female,6,6,36,36,41,0,product,unrelated,inconsistent,unrel_inc,SOA_220,1,566,2,large,ok
sj01,24,female,4,4,16,16,-1,0,product,neutral,NA,neutral,SOA_220,1,602,2,small,ok
sj01,24,female,8,6,54,48,48,0,neighbour,product,NA,NA,SOA_220,0,1398,2,large,ok
sj01,24,female,6,3,18,18,-1,0,product,neutral,NA,neutral,SOA_220,1,419,2,small,ok
sj01,24,female,4,8,28,32,-1,0,neighbour,neutral,NA,neutral,SOA_170,0,819,2,large,ok
sj01,24,female,5,6,22,30,30,0,unrelated,product,NA,NA,SOA_050,1,685,2,small,ok
sj01,24,female,3,7,24,21,-1,0,neighbour,neutral,NA,neutral,SOA_050,1,489,2,small,ok
sj01,24,female,6,8,48,48,43,0,product,unrelated,consistent,unrel_con,SOA_050,1,419,2,large,ok
sj01,24,female,6,5,30,30,24,0,product,neighbour,inconsistent,neigh_inc,SOA_170,1,467,2,small,ok
sj01,24,female,7,5,35,35,41,0,product,unrelated,inconsistent,unrel_inc,SOA_170,1,971,2,large,ok
sj01,24,female,4,8,32,32,-1,0,product,neutral,NA,neutral,SOA_170,1,902,2,large,ok
sj01,24,female,7,6,36,42,-1,0,neighbour,neutral,NA,neutral,SOA_050,1,422,2,large,ok
sj01,24,female,5,5,25,25,22,0,product,unrelated,consistent,unrel_con,SOA_220,1,486,2,small,ok
sj01,24,female,7,5,35,35,-1,0,product,neutral,NA,neutral,SOA_050,1,442,2,large,ok
sj01,24,female,6,5,30,30,22,0,product,unrelated,inconsistent,unrel_inc,SOA_220,0,774,2,small,ok
sj01,24,female,7,6,47,42,42,0,unrelated,product,NA,NA,SOA_220,1,617,2,large,ok
sj01,24,female,8,4,28,32,32,0,neighbour,product,NA,NA,SOA_050,1,1371,2,large,ok
sj01,24,female,5,7,35,35,31,0,product,unrelated,consistent,unrel_con,SOA_170,1,789,2,large,ok
sj01,24,female,8,7,56,56,-1,1,filler_product,neutral,NA,neutral,SOA_170,0,973,2,large,ok
sj01,24,female,6,7,47,42,42,0,unrelated,product,NA,NA,SOA_050,1,567,2,large,ok
sj01,24,female,7,7,49,49,46,0,product,unrelated,consistent,unrel_con,SOA_220,1,524,2,large,ok
sj01,24,female,7,6,42,42,37,0,product,unrelated,inconsistent,unrel_inc,SOA_170,1,567,2,large,ok
sj01,24,female,6,6,36,36,41,0,product,unrelated,inconsistent,unrel_inc,SOA_170,1,396,2,large,ok
sj01,24,female,8,4,32,32,28,0,product,neighbour,inconsistent,neigh_inc,SOA_050,1,666,2,large,ok
sj01,24,female,5,8,40,40,47,0,product,unrelated,consistent,unrel_con,SOA_220,1,970,2,large,ok
sj01,24,female,5,8,32,40,-1,0,neighbour,neutral,NA,neutral,SOA_220,1,708,2,large,ok
sj01,24,female,4,4,20,16,-1,0,neighbour,neutral,NA,neutral,SOA_050,1,508,2,small,ok
sj01,24,female,7,6,48,42,-1,0,neighbour,neutral,NA,neutral,SOA_050,1,541,2,large,ok
sj01,24,female,3,6,23,18,-1,0,unrelated,neutral,NA,neutral,SOA_050,1,1189,2,small,ok
sj01,24,female,7,5,31,35,-1,0,unrelated,neutral,NA,neutral,SOA_170,1,675,2,large,ok
sj01,24,female,7,5,40,35,35,0,neighbour,product,NA,NA,SOA_050,0,953,2,large,ok
sj01,24,female,8,5,48,40,40,0,neighbour,product,NA,NA,SOA_050,1,632,2,large,ok
sj01,24,female,5,5,25,25,20,0,product,neighbour,consistent,neigh_con,SOA_050,1,646,2,small,ok
sj01,24,female,3,6,18,18,17,0,product,unrelated,consistent,unrel_con,SOA_170,1,426,2,small,ok
sj01,24,female,4,4,23,16,16,0,unrelated,product,NA,NA,SOA_170,1,458,2,small,ok
sj01,24,female,6,6,42,36,36,0,neighbour,product,NA,NA,SOA_170,1,588,2,large,ok
sj01,24,female,4,4,16,16,-1,0,product,neutral,NA,neutral,SOA_220,1,524,2,small,ok
sj01,24,female,5,4,20,20,24,0,product,neighbour,consistent,neigh_con,SOA_220,1,472,2,small,ok
sj01,24,female,6,9,54,54,-1,1,filler_product,neutral,NA,neutral,SOA_220,1,1063,2,large,ok
sj01,24,female,4,7,28,28,32,0,product,neighbour,inconsistent,neigh_inc,SOA_220,1,535,2,small,ok
sj01,24,female,6,5,22,30,-1,0,unrelated,neutral,NA,neutral,SOA_170,1,585,2,small,ok
sj01,24,female,5,4,16,20,-1,0,neighbour,neutral,NA,neutral,SOA_050,1,489,2,small,ok
sj01,24,female,8,6,48,48,-1,0,product,neutral,NA,neutral,SOA_050,1,435,2,large,ok
sj01,24,female,8,6,48,48,53,0,product,unrelated,inconsistent,unrel_inc,SOA_050,0,665,2,large,ok
sj01,24,female,7,7,49,49,-1,0,product,neutral,NA,neutral,SOA_170,1,473,2,large,ok
sj01,24,female,7,4,24,28,28,0,neighbour,product,NA,NA,SOA_220,1,936,2,small,ok
sj01,24,female,3,6,18,18,21,0,product,neighbour,inconsistent,neigh_inc,SOA_050,1,410,2,small,ok
sj01,24,female,3,7,21,21,24,0,product,neighbour,consistent,neigh_con,SOA_170,1,516,2,small,ok
sj01,24,female,4,4,16,16,12,0,product,neighbour,consistent,neigh_con,SOA_170,1,458,2,small,ok
sj01,24,female,7,5,35,35,30,0,product,neighbour,consistent,neigh_con,SOA_050,1,540,2,large,ok
sj01,24,female,5,4,20,20,17,0,product,unrelated,inconsistent,unrel_inc,SOA_170,1,436,2,small,ok
sj01,24,female,5,3,10,15,15,0,neighbour,product,NA,NA,SOA_220,1,571,2,small,ok
sj01,24,female,3,8,24,24,-1,1,filler_product,neutral,NA,neutral,SOA_220,0,517,2,small,ok
sj01,24,female,6,5,38,30,30,0,unrelated,product,NA,NA,SOA_170,1,571,2,small,ok
sj01,24,female,4,4,23,16,-1,0,unrelated,neutral,NA,neutral,SOA_220,1,709,2,small,ok
sj01,24,female,4,4,16,16,20,0,product,neighbour,inconsistent,neigh_inc,SOA_220,1,419,2,small,ok
sj01,24,female,5,3,15,15,10,0,product,neighbour,consistent,neigh_con,SOA_220,1,851,2,small,ok
sj01,24,female,8,4,37,32,32,0,unrelated,product,NA,NA,SOA_170,1,629,2,large,ok
sj01,24,female,6,5,30,30,-1,0,product,neutral,NA,neutral,SOA_220,1,420,2,small,ok
sj01,24,female,6,6,41,36,36,0,unrelated,product,NA,NA,SOA_170,1,548,2,large,ok
sj01,24,female,7,7,49,49,52,0,product,unrelated,inconsistent,unrel_inc,SOA_050,1,988,2,large,ok
sj01,24,female,8,6,42,48,48,0,neighbour,product,NA,NA,SOA_170,0,1180,2,large,ok
sj01,24,female,6,6,36,36,-1,0,product,neutral,NA,neutral,SOA_050,1,420,2,large,ok
sj01,24,female,4,4,13,16,-1,0,unrelated,neutral,NA,neutral,SOA_220,1,1285,2,small,ok
sj01,24,female,4,8,32,32,-1,0,product,neutral,NA,neutral,SOA_220,1,1577,2,large,ok
sj01,24,female,4,4,16,16,13,0,product,unrelated,consistent,unrel_con,SOA_170,1,491,2,small,ok
sj01,24,female,5,5,34,25,25,0,unrelated,product,NA,NA,SOA_050,1,405,2,small,ok
sj01,24,female,7,4,28,28,34,0,product,unrelated,inconsistent,unrel_inc,SOA_170,1,506,2,small,ok
sj01,24,female,8,5,40,40,33,0,product,unrelated,inconsistent,unrel_inc,SOA_220,1,809,2,large,ok
sj01,24,female,6,6,42,36,-1,0,neighbour,neutral,NA,neutral,SOA_220,1,484,2,large,ok
sj01,24,female,6,8,48,48,-1,0,product,neutral,NA,neutral,SOA_170,1,552,2,large,ok
sj01,24,female,4,8,32,32,28,0,product,neighbour,inconsistent,neigh_inc,SOA_170,1,806,2,large,ok
sj01,24,female,4,4,16,16,-1,0,product,neutral,NA,neutral,SOA_170,1,474,2,small,ok
sj01,24,female,7,5,31,35,35,0,unrelated,product,NA,NA,SOA_220,1,968,2,large,ok
sj01,24,female,6,6,42,36,36,0,neighbour,product,NA,NA,SOA_050,1,403,2,large,ok
sj01,24,female,4,4,16,16,13,0,product,unrelated,consistent,unrel_con,SOA_170,0,1319,2,small,ok
sj01,24,female,5,8,47,40,40,0,unrelated,product,NA,NA,SOA_220,1,1163,3,large,ok
sj01,24,female,7,4,28,28,26,0,product,unrelated,consistent,unrel_con,SOA_170,1,488,3,small,ok
sj01,24,female,8,6,53,48,48,0,unrelated,product,NA,NA,SOA_220,1,572,3,large,ok
sj01,24,female,7,3,19,21,21,0,unrelated,product,NA,NA,SOA_050,1,518,3,small,ok
sj01,24,female,6,6,36,36,30,0,product,neighbour,consistent,neigh_con,SOA_050,1,684,3,large,ok
sj01,24,female,6,8,48,48,-1,0,product,neutral,NA,neutral,SOA_220,1,744,3,large,ok
sj01,24,female,4,4,16,16,12,0,product,neighbour,consistent,neigh_con,SOA_050,1,568,3,small,ok
sj01,24,female,4,8,32,32,29,0,product,unrelated,inconsistent,unrel_inc,SOA_220,1,844,3,large,ok
sj01,24,female,7,3,24,21,21,0,neighbour,product,NA,NA,SOA_220,1,489,3,small,ok
sj01,24,female,6,6,41,36,-1,0,unrelated,neutral,NA,neutral,SOA_170,1,461,3,large,ok
sj01,24,female,3,4,15,12,-1,1,filler_neighbour,neutral,NA,neutral,SOA_170,1,597,3,small,ok
sj01,24,female,6,6,36,36,-1,0,product,neutral,NA,neutral,SOA_170,1,395,3,large,ok
sj01,24,female,5,5,25,25,30,0,product,neighbour,inconsistent,neigh_inc,SOA_220,1,601,3,small,ok
sj01,24,female,4,8,32,32,37,0,product,unrelated,consistent,unrel_con,SOA_170,1,773,3,large,ok
sj01,24,female,7,4,28,28,26,0,product,unrelated,consistent,unrel_con,SOA_220,1,408,3,small,ok
sj01,24,female,6,5,30,30,36,0,product,neighbour,consistent,neigh_con,SOA_050,1,460,3,small,ok
sj01,24,female,3,6,18,18,23,0,product,unrelated,inconsistent,unrel_inc,SOA_170,1,420,3,small,ok
sj01,24,female,5,5,34,25,25,0,unrelated,product,NA,NA,SOA_220,1,500,3,small,ok
sj01,24,female,4,4,16,16,13,0,product,unrelated,consistent,unrel_con,SOA_050,1,468,3,small,ok
sj01,24,female,5,5,20,25,-1,0,neighbour,neutral,NA,neutral,SOA_050,1,844,3,small,ok
sj01,24,female,7,6,42,42,47,0,product,unrelated,consistent,unrel_con,SOA_220,1,409,3,large,ok
sj01,24,female,8,4,32,32,28,0,product,neighbour,inconsistent,neigh_inc,SOA_220,1,684,3,large,ok
sj01,24,female,3,5,15,15,10,0,product,neighbour,consistent,neigh_con,SOA_170,1,457,3,small,ok
sj01,24,female,5,4,20,20,-1,0,product,neutral,NA,neutral,SOA_050,1,587,3,small,ok
sj01,24,female,6,5,36,30,-1,0,neighbour,neutral,NA,neutral,SOA_220,1,875,3,small,ok
sj01,24,female,5,2,10,10,-1,1,filler_product,neutral,NA,neutral,SOA_170,0,457,3,small,ok
sj01,24,female,5,5,25,25,22,0,product,unrelated,consistent,unrel_con,SOA_170,1,428,3,small,ok
sj01,24,female,7,7,49,49,56,0,product,neighbour,inconsistent,neigh_inc,SOA_050,1,459,3,large,ok
sj01,24,female,5,6,38,30,-1,0,unrelated,neutral,NA,neutral,SOA_220,1,516,3,small,ok
sj01,24,female,7,5,35,35,31,0,product,unrelated,consistent,unrel_con,SOA_220,1,714,3,large,ok
sj01,24,female,5,7,35,35,31,0,product,unrelated,consistent,unrel_con,SOA_050,1,856,3,large,ok
sj01,24,female,6,6,36,36,30,0,product,neighbour,consistent,neigh_con,SOA_220,1,522,3,large,ok
sj01,24,female,6,6,31,36,36,0,unrelated,product,NA,NA,SOA_220,1,486,3,large,ok
sj01,24,female,5,6,24,30,30,0,neighbour,product,NA,NA,SOA_050,1,603,3,small,ok
sj01,24,female,5,5,22,25,25,0,unrelated,product,NA,NA,SOA_220,1,599,3,small,ok
sj01,24,female,8,6,42,48,-1,0,neighbour,neutral,NA,neutral,SOA_170,1,845,3,large,ok
sj01,24,female,4,7,28,28,32,0,product,neighbour,inconsistent,neigh_inc,SOA_170,1,505,3,small,ok
sj01,24,female,8,4,37,32,32,0,unrelated,product,NA,NA,SOA_220,1,649,3,large,ok
sj01,24,female,6,5,30,30,-1,0,product,neutral,NA,neutral,SOA_170,1,579,3,small,ok
sj01,24,female,5,6,30,30,36,0,product,neighbour,consistent,neigh_con,SOA_220,1,436,3,small,ok
sj01,24,female,5,8,48,40,40,0,neighbour,product,NA,NA,SOA_050,1,650,3,large,ok
sj01,24,female,7,5,31,35,35,0,unrelated,product,NA,NA,SOA_170,1,564,3,large,ok
sj01,24,female,5,7,41,35,-1,0,unrelated,neutral,NA,neutral,SOA_170,1,520,3,large,ok
sj01,24,female,6,7,42,42,37,0,product,unrelated,inconsistent,unrel_inc,SOA_220,1,468,3,large,ok
sj01,24,female,8,4,29,32,-1,0,unrelated,neutral,NA,neutral,SOA_220,1,572,3,large,ok
sj01,24,female,6,8,48,48,42,0,product,neighbour,consistent,neigh_con,SOA_050,1,631,3,large,ok
sj01,24,female,4,7,24,28,-1,0,neighbour,neutral,NA,neutral,SOA_220,1,501,3,small,ok
sj01,24,female,3,7,21,21,24,0,product,neighbour,consistent,neigh_con,SOA_050,1,533,3,small,ok
sj01,24,female,8,6,54,48,48,0,neighbour,product,NA,NA,SOA_170,1,439,3,large,ok
sj01,24,female,7,4,32,28,-1,0,neighbour,neutral,NA,neutral,SOA_170,1,483,3,small,ok
sj01,24,female,4,8,29,32,-1,0,unrelated,neutral,NA,neutral,SOA_170,1,519,3,large,ok
sj01,24,female,5,7,35,35,30,0,product,neighbour,consistent,neigh_con,SOA_050,1,851,3,large,ok
sj01,24,female,6,5,36,30,-1,0,neighbour,neutral,NA,neutral,SOA_170,1,709,3,small,ok
sj01,24,female,3,6,17,18,-1,0,unrelated,neutral,NA,neutral,SOA_220,1,740,3,small,ok
sj01,24,female,7,7,49,49,42,0,product,neighbour,consistent,neigh_con,SOA_170,1,452,3,large,ok
sj01,24,female,4,7,28,28,24,0,product,neighbour,consistent,neigh_con,SOA_170,1,502,3,small,ok
sj01,24,female,7,7,56,49,-1,0,neighbour,neutral,NA,neutral,SOA_220,1,502,3,large,ok
sj01,24,female,7,6,47,42,-1,0,unrelated,neutral,NA,neutral,SOA_220,1,758,3,large,ok
sj01,24,female,3,6,18,18,17,0,product,unrelated,consistent,unrel_con,SOA_220,1,445,3,small,ok
sj01,24,female,4,7,26,28,-1,0,unrelated,neutral,NA,neutral,SOA_220,1,729,3,small,ok
sj01,24,female,3,5,11,15,15,0,unrelated,product,NA,NA,SOA_050,1,557,3,small,ok
sj01,24,female,6,6,36,36,31,0,product,unrelated,consistent,unrel_con,SOA_220,1,427,3,large,ok
sj01,24,female,7,7,56,49,49,0,neighbour,product,NA,NA,SOA_170,1,700,3,large,ok
sj01,24,female,3,7,18,21,21,0,neighbour,product,NA,NA,SOA_050,1,467,3,small,ok
sj01,24,female,7,7,46,49,49,0,unrelated,product,NA,NA,SOA_050,1,636,3,large,ok
sj01,24,female,6,5,22,30,30,0,unrelated,product,NA,NA,SOA_050,1,474,3,small,ok
sj01,24,female,3,6,18,18,15,0,product,neighbour,consistent,neigh_con,SOA_050,1,456,3,small,ok
sj01,24,female,5,5,25,25,30,0,product,neighbour,inconsistent,neigh_inc,SOA_170,1,538,3,small,ok
sj01,24,female,6,8,48,48,54,0,product,neighbour,inconsistent,neigh_inc,SOA_170,0,1292,3,large,ok
sj01,24,female,5,6,38,30,-1,0,unrelated,neutral,NA,neutral,SOA_170,1,583,3,small,ok
sj01,24,female,5,8,40,40,32,0,product,neighbour,inconsistent,neigh_inc,SOA_220,1,599,3,large,ok
sj01,24,female,8,5,33,40,40,0,unrelated,product,NA,NA,SOA_220,1,515,3,large,ok
sj01,24,female,4,5,20,20,24,0,product,neighbour,consistent,neigh_con,SOA_220,1,441,3,small,ok
