sj,age,gender,op1,op2,probe,product,prime,filler,probe_type,prime_type,SOA,acc,RT,block,problem_size,timing
sj07,33,male,5,7,35,35,31,0,product,number,SOA_120,1,326,1,large,ok
sj07,33,male,6,7,42,42,48,0,product,number,SOA_070,1,394,1,large,ok
sj07,33,male,4,8,36,32,-1,0,not_product,letter,SOA_170,1,424,1,large,ok
sj07,33,male,3,5,10,15,-1,0,not_product,letter,SOA_120,1,424,1,small,ok
sj07,33,male,6,8,54,48,43,0,not_product,number,SOA_170,1,408,1,large,ok
sj07,33,male,5,7,35,35,40,0,product,number,SOA_170,1,429,1,large,ok
sj07,33,male,5,6,30,30,-1,0,product,letter,SOA_120,1,381,1,small,ok
sj07,33,male,7,7,49,49,42,0,product,number,SOA_070,1,309,1,large,ok
sj07,33,male,3,6,23,18,-1,0,not_product,letter,SOA_070,1,403,1,small,ok
sj07,33,male,3,6,18,18,15,0,product,number,SOA_070,1,343,1,small,ok
sj07,33,male,5,5,30,25,-1,0,not_product,letter,SOA_070,1,375,1,small,ok
sj07,33,male,4,8,32,32,28,0,product,number,SOA_070,1,330,1,large,ok
sj07,33,male,4,7,28,28,-1,0,product,letter,SOA_070,1,372,1,small,ok
sj07,33,male,3,6,18,18,17,0,product,number,SOA_120,1,374,1,small,ok
sj07,33,male,3,5,15,15,23,0,product,number,SOA_070,1,408,1,small,ok
sj07,33,male,4,4,13,16,23,0,not_product,number,SOA_170,1,508,1,small,ok
sj07,33,male,6,8,42,48,54,0,not_product,number,SOA_120,1,444,1,large,ok
sj07,33,male,7,7,56,49,-1,0,not_product,letter,SOA_070,1,152,1,large,ok
sj07,33,male,3,6,21,18,17,0,not_product,number,SOA_170,1,422,1,small,ok
sj07,33,male,6,8,53,48,-1,0,not_product,letter,SOA_170,1,359,1,large,ok
sj07,33,male,4,5,20,20,24,0,product,number,SOA_120,1,365,1,small,ok
sj07,33,male,4,7,32,28,-1,0,not_product,letter,SOA_120,1,361,1,small,ok
sj07,33,male,7,7,56,49,-1,0,not_product,letter,SOA_170,1,469,1,large,ok
sj07,33,male,4,7,26,28,-1,0,not_product,letter,SOA_070,1,419,1,small,ok
sj07,33,male,6,6,36,36,30,0,product,number,SOA_170,1,467,1,large,ok
sj07,33,male,4,8,28,32,29,0,not_product,number,SOA_170,1,444,1,large,ok
sj07,33,male,5,6,38,30,-1,0,not_product,letter,SOA_070,1,248,1,small,ok
sj07,33,male,4,5,17,20,-1,0,not_product,letter,SOA_070,1,316,1,small,ok
sj07,33,male,3,7,21,21,24,0,product,number,SOA_170,1,458,1,small,ok
sj07,33,male,4,7,28,28,24,0,product,number,SOA_070,1,396,1,small,ok
sj07,33,male,4,5,20,20,-1,0,product,letter,SOA_170,1,395,1,small,ok
sj07,33,male,6,6,30,36,-1,0,not_product,letter,SOA_070,1,312,1,large,ok
sj07,33,male,3,7,19,21,-1,0,not_product,letter,SOA_070,1,279,1,small,ok
sj07,33,male,4,5,23,20,-1,0,not_product,letter,SOA_120,1,317,1,small,ok
sj07,33,male,5,5,30,25,34,0,not_product,number,SOA_170,1,363,1,small,ok
sj07,33,male,5,6,22,30,24,0,not_product,number,SOA_170,1,535,1,small,ok
sj07,33,male,6,6,42,36,-1,0,not_product,letter,SOA_170,1,377,1,large,ok
sj07,33,male,5,8,40,40,-1,0,product,letter,SOA_070,1,284,1,large,ok
sj07,33,male,4,7,32,28,24,0,not_product,number,SOA_170,1,392,1,small,ok
sj07,33,male,5,7,35,35,-1,0,product,letter,SOA_070,1,214,1,large,ok
sj07,33,male,3,6,23,18,-1,0,not_product,letter,SOA_170,1,504,1,small,ok
sj07,33,male,3,7,21,21,-1,0,product,letter,SOA_170,1,456,1,small,ok
sj07,33,male,4,8,29,32,-1,0,not_product,letter,SOA_070,1,330,1,large,ok
sj07,33,male,4,7,28,28,-1,0,product,letter,SOA_120,1,340,1,small,ok
sj07,33,male,6,7,42,42,-1,0,product,letter,SOA_170,1,420,1,large,ok
sj07,33,male,4,4,16,16,13,0,product,number,SOA_070,1,244,1,small,ok
sj07,33,male,6,6,36,36,42,0,product,number,SOA_070,0,185,1,large,ok
sj07,33,male,5,8,40,40,33,0,product,number,SOA_120,1,393,1,large,ok
sj07,33,male,5,7,41,35,40,0,not_product,number,SOA_170,1,423,1,large,ok
sj07,33,male,3,6,18,18,-1,0,product,letter,SOA_120,1,279,1,small,ok
sj07,33,male,3,6,18,18,-1,0,product,letter,SOA_170,0,515,1,small,ok
sj07,33,male,5,8,48,40,-1,0,not_product,letter,SOA_070,1,330,1,large,ok
sj07,33,male,3,5,15,15,-1,0,product,letter,SOA_070,1,356,1,small,ok
sj07,33,male,4,5,20,20,23,0,product,number,SOA_070,1,330,1,small,ok
sj07,33,male,7,7,52,49,42,0,not_product,number,SOA_070,1,356,1,large,ok
sj07,33,male,3,5,11,15,23,0,not_product,number,SOA_070,1,330,1,small,ok
sj07,33,male,4,4,12,16,-1,0,not_product,letter,SOA_070,1,309,1,small,ok
sj07,33,male,4,5,20,20,16,0,product,number,SOA_170,1,412,1,small,ok
sj07,33,male,4,5,17,20,24,0,not_product,number,SOA_120,1,327,1,small,ok
sj07,33,male,4,4,23,16,-1,0,not_product,letter,SOA_120,1,299,1,small,ok
sj07,33,male,5,8,40,40,32,0,product,number,SOA_070,1,323,1,large,ok
sj07,33,male,4,5,20,20,-1,0,product,letter,SOA_070,1,327,1,small,ok
sj07,33,male,3,6,21,18,17,0,not_product,number,SOA_120,1,411,1,small,ok
sj07,33,male,5,6,24,30,-1,0,not_product,letter,SOA_120,1,325,1,small,ok
sj07,33,male,4,8,32,32,-1,0,product,letter,SOA_070,1,196,2,large,ok
sj07,33,male,7,7,49,49,-1,0,product,letter,SOA_170,1,250,2,large,ok
sj07,33,male,5,6,36,30,-1,0,not_product,letter,SOA_170,1,708,2,small,ok
sj07,33,male,7,7,52,49,46,0,not_product,number,SOA_170,1,492,2,large,ok
sj07,33,male,6,7,36,42,48,0,not_product,number,SOA_070,1,310,2,large,ok
sj07,33,male,4,5,23,20,16,0,not_product,number,SOA_170,1,405,2,small,ok
sj07,33,male,3,7,21,21,23,0,product,number,SOA_120,1,424,2,small,ok
sj07,33,male,5,7,31,35,-1,0,not_product,letter,SOA_170,1,489,2,large,ok
sj07,33,male,4,8,32,32,-1,0,product,letter,SOA_120,1,317,2,large,ok
sj07,33,male,5,8,47,40,-1,0,not_product,letter,SOA_120,0,1115,2,large,ok
sj07,33,male,4,8,32,32,36,0,product,number,SOA_120,1,393,2,large,ok
sj07,33,male,4,4,20,16,-1,0,not_product,letter,SOA_170,1,824,2,small,ok
sj07,33,male,5,6,30,30,-1,0,product,letter,SOA_170,1,375,2,small,ok
sj07,33,male,5,6,38,30,22,0,not_product,number,SOA_120,1,362,2,small,ok
sj07,33,male,3,7,19,21,23,0,not_product,number,SOA_120,1,390,2,small,ok
sj07,33,male,5,7,35,35,30,0,product,number,SOA_070,1,324,2,large,ok
sj07,33,male,5,7,41,35,31,0,not_product,number,SOA_120,1,392,2,large,ok
sj07,33,male,5,6,30,30,24,0,product,number,SOA_170,1,518,2,small,ok
sj07,33,male,6,8,43,48,-1,0,not_product,letter,SOA_070,1,301,2,large,ok
sj07,33,male,4,7,34,28,24,0,not_product,number,SOA_070,1,260,2,small,ok
sj07,33,male,5,7,41,35,30,0,not_product,number,SOA_070,1,277,2,large,ok
sj07,33,male,7,7,49,49,52,0,product,number,SOA_120,1,363,2,large,ok
sj07,33,male,5,5,25,25,-1,0,product,letter,SOA_070,1,167,2,small,ok
sj07,33,male,6,6,36,36,42,0,product,number,SOA_120,1,315,2,large,ok
sj07,33,male,3,5,20,15,11,0,not_product,number,SOA_120,1,313,2,small,ok
sj07,33,male,6,7,37,42,-1,0,not_product,letter,SOA_070,1,263,2,large,ok
sj07,33,male,7,7,46,49,-1,0,not_product,letter,SOA_120,1,439,2,large,ok
sj07,33,male,3,7,23,21,-1,0,not_product,letter,SOA_170,1,420,2,small,ok
sj07,33,male,4,5,24,20,-1,0,not_product,letter,SOA_170,1,420,2,small,ok
sj07,33,male,3,5,20,15,-1,0,not_product,letter,SOA_070,1,260,2,small,ok
sj07,33,male,6,6,36,36,-1,0,product,letter,SOA_120,1,404,2,large,ok
sj07,33,male,6,8,48,48,43,0,product,number,SOA_170,1,345,2,large,ok
sj07,33,male,4,5,20,20,-1,0,product,letter,SOA_120,1,328,2,small,ok
sj07,33,male,3,5,15,15,-1,0,product,letter,SOA_170,1,429,2,small,ok
sj07,33,male,4,7,28,28,-1,0,product,letter,SOA_170,1,381,2,small,ok
sj07,33,male,6,7,47,42,37,0,not_product,number,SOA_170,1,389,2,large,ok
sj07,33,male,3,5,20,15,-1,0,not_product,letter,SOA_170,1,339,2,small,ok
sj07,33,male,6,6,30,36,-1,0,not_product,letter,SOA_120,1,323,2,large,ok
sj07,33,male,4,4,16,16,-1,0,product,letter,SOA_170,0,632,2,small,ok
sj07,33,male,5,8,40,40,-1,0,product,letter,SOA_120,1,230,2,large,ok
sj07,33,male,5,8,47,40,32,0,not_product,number,SOA_070,1,308,2,large,ok
sj07,33,male,4,7,28,28,24,0,product,number,SOA_170,1,460,2,small,ok
sj07,33,male,4,4,16,16,23,0,product,number,SOA_170,1,452,2,small,ok
sj07,33,male,4,8,32,32,29,0,product,number,SOA_170,1,438,2,large,ok
sj07,33,male,3,7,21,21,-1,0,product,letter,SOA_120,1,220,2,small,ok
sj07,33,male,3,6,18,18,17,0,product,number,SOA_170,1,532,2,small,ok
sj07,33,male,6,7,48,42,-1,0,not_product,letter,SOA_170,1,358,2,large,ok
sj07,33,male,4,5,24,20,23,0,not_product,number,SOA_070,1,259,2,small,ok
sj07,33,male,5,8,40,40,47,0,product,number,SOA_170,1,381,2,large,ok
sj07,33,male,5,7,40,35,-1,0,not_product,letter,SOA_070,0,213,2,large,ok
sj07,33,male,6,7,42,42,37,0,product,number,SOA_170,1,552,2,large,ok
sj07,33,male,6,8,43,48,-1,0,not_product,letter,SOA_120,1,310,2,large,ok
sj07,33,male,6,7,42,42,-1,0,product,letter,SOA_070,1,355,2,large,ok
sj07,33,male,4,4,16,16,-1,0,product,letter,SOA_120,1,378,2,small,ok
sj07,33,male,5,5,22,25,34,0,not_product,number,SOA_070,1,236,2,small,ok
sj07,33,male,4,7,28,28,26,0,product,number,SOA_120,0,346,2,small,ok
sj07,33,male,6,7,36,42,37,0,not_product,number,SOA_120,1,362,2,large,ok
sj07,33,male,5,7,35,35,-1,0,product,letter,SOA_120,1,342,2,large,ok
sj07,33,male,5,8,48,40,33,0,not_product,number,SOA_120,1,343,2,large,ok
sj07,33,male,3,6,18,18,-1,0,product,letter,SOA_070,1,279,2,small,ok
sj07,33,male,4,7,34,28,26,0,not_product,number,SOA_120,1,339,2,small,ok
sj07,33,male,3,5,15,15,11,0,product,number,SOA_170,1,573,2,small,ok
sj07,33,male,5,5,20,25,-1,0,not_product,letter,SOA_120,1,295,2,small,ok
sj07,33,male,3,5,15,15,11,0,product,number,SOA_120,1,377,2,small,ok
sj07,33,male,5,8,33,40,-1,0,not_product,letter,SOA_170,1,315,2,large,ok
sj07,33,male,5,6,36,30,22,0,not_product,number,SOA_070,1,297,2,small,ok
sj07,33,male,3,5,15,15,-1,0,product,letter,SOA_120,1,252,2,small,ok
sj07,33,male,5,5,34,25,30,0,not_product,number,SOA_120,1,294,2,small,ok
sj07,33,male,7,7,42,49,52,0,not_product,number,SOA_120,1,376,2,large,ok
sj07,33,male,5,5,25,25,-1,0,product,letter,SOA_170,1,314,2,small,ok
sj07,33,male,3,7,21,21,23,0,product,number,SOA_070,1,233,2,small,ok
sj07,33,male,6,7,48,42,-1,0,not_product,letter,SOA_120,1,262,2,large,ok
sj07,33,male,6,6,31,36,42,0,not_product,number,SOA_120,1,247,2,large,ok
sj07,33,male,5,7,30,35,-1,0,not_product,letter,SOA_120,1,251,2,large,ok
sj07,33,male,5,5,25,25,30,0,product,number,SOA_120,1,261,2,small,ok
sj07,33,male,6,8,48,48,-1,0,product,letter,SOA_070,1,165,2,large,ok
sj07,33,male,5,5,25,25,-1,0,product,letter,SOA_120,1,329,2,small,ok
sj07,33,male,6,7,42,42,37,0,product,number,SOA_120,1,259,2,large,ok
sj07,33,male,5,6,30,30,22,0,product,number,SOA_070,1,244,2,small,ok
sj07,33,male,6,8,48,48,54,0,product,number,SOA_120,1,360,2,large,ok
sj07,33,male,6,8,54,48,53,0,not_product,number,SOA_070,1,292,2,large,ok
sj07,33,male,4,4,20,16,12,0,not_product,number,SOA_120,1,470,2,small,ok
sj07,33,male,6,7,42,42,-1,0,product,letter,SOA_120,1,276,2,large,ok
sj07,33,male,5,5,25,25,34,0,product,number,SOA_170,1,282,2,small,ok
sj07,33,male,3,6,23,18,-1,0,not_product,letter,SOA_120,1,343,2,small,ok
sj07,33,male,4,8,37,32,36,0,not_product,number,SOA_120,1,263,2,large,ok
sj07,33,male,5,6,30,30,-1,0,product,letter,SOA_070,1,247,2,small,ok
sj07,33,male,6,6,41,36,30,0,not_product,number,SOA_170,1,299,2,large,ok
sj07,33,male,7,7,49,49,-1,0,product,letter,SOA_070,1,173,2,large,ok
sj07,33,male,6,8,48,48,-1,0,product,letter,SOA_170,0,391,2,large,ok
sj08,36,male,7,7,49,49,-1,0,product,letter,SOA_120,0,907,1,large,ok
sj08,36,male,5,8,32,40,-1,0,not_product,letter,SOA_120,0,683,1,large,ok
sj08,36,male,4,4,13,16,-1,0,not_product,letter,SOA_070,1,631,1,small,ok
sj08,36,male,6,6,41,36,31,0,not_product,number,SOA_070,1,645,1,large,ok
sj08,36,male,7,7,49,49,42,0,product,number,SOA_070,1,538,1,large,ok
sj08,36,male,4,7,26,28,34,0,not_product,number,SOA_170,1,508,1,small,ok
sj08,36,male,5,8,40,40,47,0,product,number,SOA_120,1,524,1,large,ok
sj08,36,male,4,5,17,20,16,0,not_product,number,SOA_170,1,536,1,small,ok
sj08,36,male,6,6,41,36,30,0,not_product,number,SOA_120,1,538,1,large,ok
sj08,36,male,4,8,32,32,-1,0,product,letter,SOA_070,1,444,1,large,ok
sj08,36,male,5,7,35,35,-1,0,product,letter,SOA_120,1,728,1,large,ok
sj08,36,male,6,7,36,42,-1,0,not_product,letter,SOA_170,0,717,1,large,ok
sj08,36,male,3,5,15,15,20,0,product,number,SOA_120,1,475,1,small,ok
sj08,36,male,5,7,30,35,41,0,not_product,number,SOA_070,1,425,1,large,ok
sj08,36,male,6,6,42,36,-1,0,not_product,letter,SOA_120,1,697,1,large,ok
sj08,36,male,5,5,22,25,-1,0,not_product,letter,SOA_120,0,475,1,small,ok
sj08,36,male,6,7,42,42,36,0,product,number,SOA_120,1,441,1,large,ok
sj08,36,male,3,6,17,18,-1,0,not_product,letter,SOA_120,0,741,1,small,ok
sj08,36,male,6,7,42,42,-1,0,product,letter,SOA_170,1,774,1,large,ok
sj08,36,male,6,8,43,48,-1,0,not_product,letter,SOA_120,1,760,1,large,ok
sj08,36,male,5,8,48,40,-1,0,not_product,letter,SOA_170,1,644,1,large,ok
sj08,36,male,7,7,49,49,52,0,product,number,SOA_120,1,520,1,large,ok
sj08,36,male,5,8,40,40,33,0,product,number,SOA_070,0,388,1,large,ok
sj08,36,male,6,8,48,48,-1,0,product,letter,SOA_120,0,509,1,large,ok
sj08,36,male,5,6,30,30,36,0,product,number,SOA_120,1,413,1,small,ok
sj08,36,male,3,5,15,15,-1,0,product,letter,SOA_070,1,583,1,small,ok
sj08,36,male,3,6,15,18,21,0,not_product,number,SOA_120,1,519,1,small,ok
sj08,36,male,3,6,18,18,17,0,product,number,SOA_170,1,531,1,small,ok
sj08,36,male,6,8,54,48,53,0,not_product,number,SOA_070,1,390,1,large,ok
sj08,36,male,5,6,36,30,-1,0,not_product,letter,SOA_170,1,660,1,small,ok
sj08,36,male,3,6,21,18,17,0,not_product,number,SOA_170,1,628,1,small,ok
sj08,36,male,4,4,16,16,-1,0,product,letter,SOA_170,1,1020,1,small,ok
sj08,36,male,5,6,22,30,38,0,not_product,number,SOA_070,1,548,1,small,ok
sj08,36,male,3,6,18,18,21,0,product,number,SOA_120,1,492,1,small,ok
sj08,36,male,4,8,36,32,37,0,not_product,number,SOA_120,1,471,1,large,ok
sj08,36,male,5,8,48,40,-1,0,not_product,letter,SOA_070,1,756,1,large,ok
sj08,36,male,4,4,23,16,-1,0,not_product,letter,SOA_120,1,747,1,small,ok
sj08,36,male,4,4,12,16,13,0,not_product,number,SOA_120,1,555,1,small,ok
sj08,36,male,6,6,36,36,-1,0,product,letter,SOA_070,1,729,1,large,ok
sj08,36,male,3,5,23,15,-1,0,not_product,letter,SOA_070,1,499,1,small,ok
sj08,36,male,6,8,54,48,42,0,not_product,number,SOA_170,1,515,1,large,ok
sj08,36,male,4,8,32,32,37,0,product,number,SOA_120,1,618,1,large,ok
sj08,36,male,5,7,35,35,31,0,product,number,SOA_170,1,732,1,large,ok
sj08,36,male,6,7,42,42,47,0,product,number,SOA_170,1,502,1,large,ok
sj08,36,male,4,5,20,20,24,0,product,number,SOA_120,1,630,1,small,ok
sj08,36,male,3,7,21,21,-1,0,product,letter,SOA_070,1,564,1,small,ok
sj08,36,male,6,6,30,36,42,0,not_product,number,SOA_170,1,409,1,large,ok
sj08,36,male,7,7,56,49,52,0,not_product,number,SOA_170,1,413,1,large,ok
sj08,36,male,5,7,41,35,-1,0,not_product,letter,SOA_120,1,567,1,large,ok
sj08,36,male,4,5,24,20,-1,0,not_product,letter,SOA_170,1,1035,1,small,ok
sj08,36,male,6,6,31,36,-1,0,not_product,letter,SOA_170,1,1017,1,large,ok
sj08,36,male,6,8,53,48,-1,0,not_product,letter,SOA_170,1,1195,1,large,ok
sj08,36,male,5,8,40,40,-1,0,product,letter,SOA_170,1,649,1,large,ok
sj08,36,male,6,8,48,48,-1,0,product,letter,SOA_170,1,692,1,large,ok
sj08,36,male,7,7,49,49,-1,0,product,letter,SOA_070,1,886,1,large,ok
sj08,36,male,5,6,22,30,-1,0,not_product,letter,SOA_120,0,794,1,small,ok
sj08,36,male,4,4,16,16,12,0,product,number,SOA_070,1,344,1,small,ok
sj08,36,male,4,4,12,16,23,0,not_product,number,SOA_170,1,392,1,small,ok
sj08,36,male,4,5,20,20,-1,0,product,letter,SOA_170,1,614,1,small,ok
sj08,36,male,3,7,23,21,-1,0,not_product,letter,SOA_120,1,793,1,small,ok
sj08,36,male,6,6,36,36,30,0,product,number,SOA_120,1,375,1,large,ok
sj08,36,male,3,7,21,21,24,0,product,number,SOA_120,1,361,1,small,ok
sj08,36,male,4,7,28,28,34,0,product,number,SOA_070,1,325,1,small,ok
sj08,36,male,6,7,42,42,-1,0,product,letter,SOA_070,1,698,1,large,ok
sj08,36,male,5,7,31,35,-1,0,not_product,letter,SOA_070,1,683,1,large,ok
sj08,36,male,6,7,48,42,36,0,not_product,number,SOA_120,1,456,1,large,ok
sj08,36,male,4,5,20,20,17,0,product,number,SOA_070,1,346,1,small,ok
sj08,36,male,3,6,18,18,-1,0,product,letter,SOA_070,1,746,1,small,ok
sj08,36,male,6,8,54,48,53,0,not_product,number,SOA_120,1,442,1,large,ok
sj08,36,male,4,7,28,28,26,0,product,number,SOA_120,1,422,1,small,ok
sj08,36,male,6,8,48,48,53,0,product,number,SOA_070,1,327,1,large,ok
sj08,36,male,5,6,30,30,-1,0,product,letter,SOA_120,1,763,1,small,ok
sj08,36,male,6,6,36,36,-1,0,product,letter,SOA_170,1,567,1,large,ok
sj08,36,male,4,8,32,32,-1,0,product,letter,SOA_120,1,379,1,large,ok
sj08,36,male,4,8,36,32,28,0,not_product,number,SOA_070,1,349,1,large,ok
sj08,36,male,3,6,15,18,23,0,not_product,number,SOA_070,1,365,1,small,ok
sj08,36,male,7,7,46,49,42,0,not_product,number,SOA_070,1,345,1,large,ok
sj08,36,male,5,5,34,25,22,0,not_product,number,SOA_070,1,313,1,small,ok
sj08,36,male,3,6,18,18,-1,0,product,letter,SOA_120,1,648,1,small,ok
sj08,36,male,3,5,11,15,-1,0,not_product,letter,SOA_120,1,460,1,small,ok
sj08,36,male,4,4,16,16,-1,0,product,letter,SOA_070,1,340,1,small,ok
sj08,36,male,5,5,25,25,22,0,product,number,SOA_070,1,276,1,small,ok
sj08,36,male,3,5,15,15,11,0,product,number,SOA_070,1,250,1,small,ok
sj08,36,male,5,8,32,40,33,0,not_product,number,SOA_070,1,260,1,large,ok
sj08,36,male,3,7,19,21,-1,0,not_product,letter,SOA_070,1,500,1,small,ok
sj08,36,male,7,7,49,49,-1,0,product,letter,SOA_170,1,709,1,large,ok
sj08,36,male,4,8,32,32,29,0,product,number,SOA_170,1,429,1,large,ok
sj08,36,male,5,5,25,25,-1,0,product,letter,SOA_070,1,333,1,small,ok
sj08,36,male,7,7,56,49,-1,0,not_product,letter,SOA_120,1,407,1,large,ok
sj08,36,male,5,8,40,40,-1,0,product,letter,SOA_070,1,251,1,large,ok
sj08,36,male,3,5,15,15,11,0,product,number,SOA_170,1,442,2,small,ok
sj08,36,male,4,4,20,16,-1,0,not_product,letter,SOA_170,1,406,2,small,ok
sj08,36,male,5,6,30,30,-1,0,product,letter,SOA_170,1,411,2,small,ok
sj08,36,male,7,7,42,49,52,0,not_product,number,SOA_120,1,277,2,large,ok
sj08,36,male,4,8,32,32,-1,0,product,letter,SOA_170,1,363,2,large,ok
sj08,36,male,7,7,42,49,-1,0,not_product,letter,SOA_170,1,423,2,large,ok
sj08,36,male,3,7,21,21,18,0,product,number,SOA_170,1,343,2,small,ok
sj08,36,male,3,7,21,21,18,0,product,number,SOA_070,1,167,2,small,ok
sj08,36,male,4,7,32,28,34,0,not_product,number,SOA_070,1,235,2,small,ok
sj08,36,male,5,6,30,30,38,0,product,number,SOA_070,1,185,2,small,ok
sj08,36,male,5,5,22,25,-1,0,not_product,letter,SOA_170,1,394,2,small,ok
sj08,36,male,4,4,16,16,-1,0,product,letter,SOA_120,1,296,2,small,ok
sj08,36,male,5,7,35,35,-1,0,product,letter,SOA_070,1,218,2,large,ok
sj08,36,male,5,7,30,35,31,0,not_product,number,SOA_170,0,316,2,large,ok
sj08,36,male,5,8,33,40,32,0,not_product,number,SOA_170,1,299,2,large,ok
sj08,36,male,4,7,28,28,-1,0,product,letter,SOA_070,1,300,2,small,ok
sj08,36,male,4,7,32,28,26,0,not_product,number,SOA_120,1,421,2,small,ok
sj08,36,male,3,5,15,15,-1,0,product,letter,SOA_120,1,389,2,small,ok
sj08,36,male,6,8,48,48,53,0,product,number,SOA_120,1,307,2,large,ok
sj08,36,male,6,6,36,36,31,0,product,number,SOA_070,1,219,2,large,ok
sj08,36,male,6,7,42,42,37,0,product,number,SOA_070,1,180,2,large,ok
sj08,36,male,4,5,20,20,16,0,product,number,SOA_170,1,339,2,small,ok
sj08,36,male,4,7,24,28,-1,0,not_product,letter,SOA_070,1,260,2,small,ok
sj08,36,male,4,7,34,28,-1,0,not_product,letter,SOA_120,1,388,2,small,ok
sj08,36,male,5,7,35,35,30,0,product,number,SOA_120,1,332,2,large,ok
sj08,36,male,6,6,30,36,-1,0,not_product,letter,SOA_070,1,374,2,large,ok
sj08,36,male,3,5,10,15,-1,0,not_product,letter,SOA_170,1,345,2,small,ok
sj08,36,male,7,7,49,49,52,0,product,number,SOA_170,1,409,2,large,ok
sj08,36,male,4,7,28,28,-1,0,product,letter,SOA_120,1,428,2,small,ok
sj08,36,male,3,5,23,15,11,0,not_product,number,SOA_170,1,349,2,small,ok
sj08,36,male,6,7,42,42,-1,0,product,letter,SOA_120,1,317,2,large,ok
sj08,36,male,5,5,20,25,-1,0,not_product,letter,SOA_070,1,347,2,small,ok
sj08,36,male,4,7,32,28,-1,0,not_product,letter,SOA_170,1,379,2,small,ok
sj08,36,male,3,6,18,18,23,0,product,number,SOA_070,1,307,2,small,ok
sj08,36,male,6,6,36,36,42,0,product,number,SOA_170,1,443,2,large,ok
sj08,36,male,5,5,30,25,34,0,not_product,number,SOA_120,1,247,2,small,ok
sj08,36,male,6,8,48,48,-1,0,product,letter,SOA_070,1,316,2,large,ok
sj08,36,male,5,5,25,25,20,0,product,number,SOA_170,1,378,2,small,ok
sj08,36,male,5,7,40,35,30,0,not_product,number,SOA_120,1,268,2,large,ok
sj08,36,male,4,8,36,32,-1,0,not_product,letter,SOA_170,1,396,2,large,ok
sj08,36,male,4,5,16,20,17,0,not_product,number,SOA_070,1,250,2,small,ok
sj08,36,male,5,5,25,25,-1,0,product,letter,SOA_170,1,420,2,small,ok
sj08,36,male,6,7,37,42,-1,0,not_product,letter,SOA_120,1,340,2,large,ok
sj08,36,male,3,7,18,21,24,0,not_product,number,SOA_120,1,309,2,small,ok
sj08,36,male,5,7,41,35,-1,0,not_product,letter,SOA_170,1,413,2,large,ok
sj08,36,male,4,8,37,32,29,0,not_product,number,SOA_170,1,359,2,large,ok
sj08,36,male,5,7,35,35,41,0,product,number,SOA_070,1,237,2,large,ok
sj08,36,male,5,7,35,35,-1,0,product,letter,SOA_170,1,444,2,large,ok
sj08,36,male,4,5,23,20,-1,0,not_product,letter,SOA_120,1,263,2,small,ok
sj08,36,male,3,7,24,21,-1,0,not_product,letter,SOA_170,1,296,2,small,ok
sj08,36,male,6,7,48,42,47,0,not_product,number,SOA_170,1,330,2,large,ok
sj08,36,male,3,6,18,18,-1,0,product,letter,SOA_170,1,356,2,small,ok
sj08,36,male,3,5,10,15,20,0,not_product,number,SOA_120,1,426,2,small,ok
sj08,36,male,4,8,37,32,-1,0,not_product,letter,SOA_070,1,314,2,large,ok
sj08,36,male,5,6,24,30,36,0,not_product,number,SOA_120,1,313,2,small,ok
sj08,36,male,3,7,24,21,18,0,not_product,number,SOA_070,0,199,2,small,ok
sj08,36,male,4,5,20,20,-1,0,product,letter,SOA_070,1,253,2,small,ok
sj08,36,male,5,5,25,25,34,0,product,number,SOA_120,1,231,2,small,ok
sj08,36,male,4,7,28,28,-1,0,product,letter,SOA_170,1,357,2,small,ok
sj08,36,male,6,8,48,48,42,0,product,number,SOA_170,1,315,2,large,ok
sj08,36,male,4,5,23,20,-1,0,not_product,letter,SOA_070,1,329,2,small,ok
sj08,36,male,4,4,16,16,13,0,product,number,SOA_120,1,259,2,small,ok
sj08,36,male,5,8,48,40,47,0,not_product,number,SOA_120,1,292,2,large,ok
sj08,36,male,3,5,10,15,11,0,not_product,number,SOA_070,1,198,2,small,ok
sj08,36,male,5,8,40,40,32,0,product,number,SOA_170,1,396,2,large,ok
sj08,36,male,4,8,28,32,-1,0,not_product,letter,SOA_120,1,378,2,large,ok
sj08,36,male,5,6,24,30,22,0,not_product,number,SOA_170,1,284,2,small,ok
sj08,36,male,5,6,24,30,-1,0,not_product,letter,SOA_070,1,249,2,small,ok
sj08,36,male,4,5,20,20,-1,0,product,letter,SOA_120,1,323,2,small,ok
sj08,36,male,3,7,21,21,-1,0,product,letter,SOA_120,1,359,2,small,ok
sj08,36,male,4,8,32,32,28,0,product,number,SOA_070,1,339,2,large,ok
sj08,36,male,4,4,23,16,12,0,not_product,number,SOA_070,1,269,2,small,ok
sj08,36,male,3,5,15,15,-1,0,product,letter,SOA_170,1,333,2,small,ok
sj08,36,male,6,7,36,42,-1,0,not_product,letter,SOA_070,1,232,2,large,ok
sj08,36,male,3,7,21,21,-1,0,product,letter,SOA_170,1,309,2,small,ok
sj08,36,male,5,8,40,40,-1,0,product,letter,SOA_120,1,260,2,large,ok
sj08,36,male,5,5,25,25,-1,0,product,letter,SOA_120,1,228,2,small,ok
sj08,36,male,5,5,34,25,20,0,not_product,number,SOA_170,1,316,2,small,ok
sj08,36,male,5,6,30,30,22,0,product,number,SOA_170,1,250,2,small,ok
sj08,36,male,3,7,19,21,18,0,not_product,number,SOA_170,1,276,2,small,ok
