sj,age,gender,op1,op2,probe,product,prime,filler,probe_type,prime_type,SOA,acc,RT,block,problem_size,timing
sj09,36,female,4,5,16,20,-1,0,not_product,letter,SOA_050,0,760,1,small,ok
sj09,36,female,4,4,16,16,-1,0,product,letter,SOA_050,1,676,1,small,ok
sj09,36,female,6,6,30,36,42,0,not_product,number,SOA_220,1,619,1,large,ok
sj09,36,female,5,7,35,35,40,0,product,number,SOA_050,1,813,1,large,ok
sj09,36,female,4,5,24,20,-1,0,not_product,letter,SOA_170,0,759,1,small,ok
sj09,36,female,3,7,21,21,-1,0,product,letter,SOA_050,1,493,1,small,ok
sj09,36,female,3,5,10,15,23,0,not_product,number,SOA_220,0,839,1,small,ok
sj09,36,female,6,7,48,42,-1,0,not_product,letter,SOA_170,0,835,1,large,ok
sj09,36,female,5,6,36,30,24,0,not_product,number,SOA_170,1,681,1,small,ok
sj09,36,female,3,5,20,15,-1,0,not_product,letter,SOA_170,0,598,1,small,ok
sj09,36,female,5,5,25,25,-1,0,product,letter,SOA_220,1,764,1,small,ok
sj09,36,female,4,7,26,28,-1,0,not_product,letter,SOA_170,0,648,1,small,ok
sj09,36,female,5,5,30,25,-1,0,not_product,letter,SOA_170,0,764,1,small,ok
sj09,36,female,7,7,49,49,-1,0,product,letter,SOA_170,0,809,1,large,ok
sj09,36,female,6,7,48,42,-1,0,not_product,letter,SOA_050,1,892,1,large,ok
sj09,36,female,3,6,18,18,-1,0,product,letter,SOA_050,0,743,1,small,ok
sj09,36,female,7,7,52,49,-1,0,not_product,letter,SOA_220,1,663,1,large,ok
sj09,36,female,6,6,36,36,-1,0,product,letter,SOA_170,0,855,1,large,ok
sj09,36,female,6,7,36,42,37,0,not_product,number,SOA_170,1,841,1,large,ok
sj09,36,female,6,8,48,48,42,0,product,number,SOA_050,0,629,1,large,ok
sj09,36,female,6,7,42,42,-1,0,product,letter,SOA_220,1,884,1,large,ok
sj09,36,female,3,7,21,21,-1,0,product,letter,SOA_220,0,792,1,small,ok
sj09,36,female,6,8,42,48,-1,0,not_product,letter,SOA_170,1,710,1,large,ok
sj09,36,female,3,6,15,18,21,0,not_product,number,SOA_050,0,628,1,small,ok
sj09,36,female,6,6,36,36,30,0,product,number,SOA_050,0,620,1,large,ok
sj09,36,female,6,8,48,48,42,0,product,number,SOA_220,1,852,1,large,ok
sj09,36,female,7,7,46,49,56,0,not_product,number,SOA_170,0,615,1,large,ok
sj09,36,female,4,4,16,16,23,0,product,number,SOA_170,1,601,1,small,ok
sj09,36,female,5,5,34,25,30,0,not_product,number,SOA_220,1,645,1,small,ok
sj09,36,female,3,6,15,18,-1,0,not_product,letter,SOA_220,0,601,1,small,ok
sj09,36,female,4,7,26,28,-1,0,not_product,letter,SOA_220,1,853,1,small,ok
sj09,36,female,4,5,20,20,16,0,product,number,SOA_170,0,759,1,small,ok
sj09,36,female,6,8,48,48,-1,0,product,letter,SOA_170,1,724,1,large,ok
sj09,36,female,5,6,30,30,-1,0,product,letter,SOA_050,1,696,1,small,ok
sj09,36,female,5,7,41,35,-1,0,not_product,letter,SOA_220,1,890,1,large,ok
sj09,36,female,5,5,30,25,-1,0,not_product,letter,SOA_050,1,436,1,small,ok
sj09,36,female,4,4,20,16,-1,0,not_product,letter,SOA_050,0,826,1,small,ok
sj09,36,female,6,8,48,48,-1,0,product,letter,SOA_220,0,763,1,large,ok
sj09,36,female,4,4,12,16,13,0,not_product,number,SOA_220,1,695,1,small,ok
sj09,36,female,6,8,48,48,-1,0,product,letter,SOA_050,1,761,1,large,ok
sj09,36,female,5,8,48,40,33,0,not_product,number,SOA_170,0,661,1,large,ok
sj09,36,female,5,8,33,40,32,0,not_product,number,SOA_050,0,629,1,large,ok
sj09,36,female,3,7,21,21,23,0,product,number,SOA_050,0,499,1,small,ok
sj09,36,female,7,7,56,49,42,0,not_product,number,SOA_050,0,500,1,large,ok
sj09,36,female,6,6,42,36,41,0,not_product,number,SOA_170,1,644,1,large,ok
sj09,36,female,3,5,15,15,10,0,product,number,SOA_170,1,552,1,small,ok
sj09,36,female,4,5,20,20,24,0,product,number,SOA_220,0,662,1,small,ok
sj09,36,female,5,8,40,40,47,0,product,number,SOA_220,1,358,1,large,ok
sj09,36,female,5,8,32,40,-1,0,not_product,letter,SOA_220,0,541,1,large,ok
sj09,36,female,5,7,35,35,31,0,product,number,SOA_220,0,404,1,large,ok
sj09,36,female,3,6,21,18,17,0,not_product,number,SOA_220,1,633,1,small,ok
sj09,36,female,3,5,15,15,23,0,product,number,SOA_220,1,439,1,small,ok
sj09,36,female,4,4,16,16,13,0,product,number,SOA_050,0,131,1,small,ok
sj09,36,female,4,7,28,28,32,0,product,number,SOA_220,1,357,1,small,ok
sj09,36,female,4,8,32,32,28,0,product,number,SOA_220,0,604,1,large,ok
sj09,36,female,3,5,20,15,-1,0,not_product,letter,SOA_220,0,423,1,small,ok
sj09,36,female,5,6,24,30,-1,0,not_product,letter,SOA_050,0,568,1,small,ok
sj09,36,female,4,8,32,32,-1,0,product,letter,SOA_170,1,348,1,large,ok
sj09,36,female,6,7,42,42,36,0,product,number,SOA_050,1,956,1,large,ok
sj09,36,female,3,5,15,15,10,0,product,number,SOA_050,1,378,1,small,ok
sj09,36,female,5,8,32,40,-1,0,not_product,letter,SOA_170,0,573,1,large,ok
sj09,36,female,3,7,24,21,23,0,not_product,number,SOA_050,1,518,1,small,ok
sj09,36,female,4,7,28,28,-1,0,product,letter,SOA_220,0,652,1,small,ok
sj09,36,female,4,5,20,20,-1,0,product,letter,SOA_050,1,423,1,small,ok
sj09,36,female,5,5,25,25,20,0,product,number,SOA_050,0,519,1,small,ok
sj09,36,female,3,7,19,21,23,0,not_product,number,SOA_170,1,781,1,small,ok
sj09,36,female,3,7,21,21,-1,0,product,letter,SOA_170,1,645,1,small,ok
sj09,36,female,4,8,36,32,28,0,not_product,number,SOA_220,1,490,1,large,ok
sj09,36,female,4,5,24,20,17,0,not_product,number,SOA_050,1,388,1,small,ok
sj09,36,female,4,8,36,32,28,0,not_product,number,SOA_050,0,316,1,large,ok
sj09,36,female,3,7,24,21,18,0,not_product,number,SOA_220,1,458,1,small,ok
sj09,36,female,7,7,49,49,42,0,product,number,SOA_050,0,492,1,large,ok
sj09,36,female,5,7,35,35,30,0,product,number,SOA_170,1,598,1,large,ok
sj09,36,female,6,8,43,48,-1,0,not_product,letter,SOA_050,0,508,1,large,ok
sj09,36,female,5,7,35,35,-1,0,product,letter,SOA_050,0,764,1,large,ok
sj09,36,female,6,7,42,42,-1,0,product,letter,SOA_170,1,441,1,large,ok
sj09,36,female,7,7,49,49,-1,0,product,letter,SOA_220,0,501,1,large,ok
sj09,36,female,6,8,48,48,53,0,product,number,SOA_170,0,453,1,large,ok
sj09,36,female,4,5,20,20,-1,0,product,letter,SOA_220,0,519,1,small,ok
sj09,36,female,6,6,30,36,-1,0,not_product,letter,SOA_170,0,419,1,large,ok
sj09,36,female,5,5,25,25,34,0,product,number,SOA_170,1,691,1,small,ok
sj09,36,female,5,6,22,30,-1,0,not_product,letter,SOA_170,1,678,1,small,ok
sj09,36,female,4,5,20,20,-1,0,product,letter,SOA_170,0,316,1,small,ok
sj09,36,female,5,8,40,40,32,0,product,number,SOA_050,0,378,1,large,ok
sj09,36,female,5,7,31,35,-1,0,not_product,letter,SOA_170,1,604,1,large,ok
sj09,36,female,4,7,28,28,-1,0,product,letter,SOA_050,1,600,1,small,ok
sj09,36,female,3,6,18,18,-1,0,product,letter,SOA_170,0,628,1,small,ok
sj09,36,female,4,5,20,20,17,0,product,number,SOA_050,1,397,1,small,ok
sj09,36,female,5,8,40,40,-1,0,product,letter,SOA_170,0,699,1,large,ok
sj09,36,female,4,8,28,32,-1,0,not_product,letter,SOA_170,0,765,1,large,ok
sj09,36,female,5,6,30,30,36,0,product,number,SOA_220,1,839,2,small,ok
sj09,36,female,5,6,22,30,-1,0,not_product,letter,SOA_220,1,739,2,small,ok
sj09,36,female,4,8,29,32,-1,0,not_product,letter,SOA_050,1,564,2,large,ok
sj09,36,female,3,5,23,15,10,0,not_product,number,SOA_050,0,600,2,small,ok
sj09,36,female,3,6,18,18,-1,0,product,letter,SOA_220,0,532,2,small,ok
sj09,36,female,3,5,20,15,-1,0,not_product,letter,SOA_050,1,502,2,small,ok
sj09,36,female,5,7,35,35,-1,0,product,letter,SOA_220,1,854,2,large,ok
sj09,36,female,3,5,15,15,-1,0,product,letter,SOA_050,1,504,2,small,ok
sj09,36,female,4,4,16,16,-1,0,product,letter,SOA_170,0,809,2,small,ok
sj09,36,female,3,6,17,18,15,0,not_product,number,SOA_170,0,1085,2,small,ok
sj09,36,female,4,7,28,28,26,0,product,number,SOA_050,0,825,2,small,ok
sj09,36,female,4,7,28,28,-1,0,product,letter,SOA_170,1,617,2,small,ok
sj09,36,female,7,7,49,49,56,0,product,number,SOA_220,1,795,2,large,ok
sj09,36,female,6,7,36,42,48,0,not_product,number,SOA_220,1,729,2,large,ok
sj09,36,female,5,8,47,40,-1,0,not_product,letter,SOA_050,0,644,2,large,ok
sj09,36,female,3,7,21,21,18,0,product,number,SOA_220,1,728,2,small,ok
sj09,36,female,4,5,23,20,-1,0,not_product,letter,SOA_220,1,812,2,small,ok
sj09,36,female,4,4,20,16,-1,0,not_product,letter,SOA_170,1,582,2,small,ok
sj09,36,female,5,7,30,35,-1,0,not_product,letter,SOA_050,1,438,2,large,ok
sj09,36,female,5,7,31,35,40,0,not_product,number,SOA_050,1,445,2,large,ok
sj09,36,female,5,6,30,30,24,0,product,number,SOA_170,1,425,2,small,ok
sj09,36,female,5,5,25,25,-1,0,product,letter,SOA_170,0,489,2,small,ok
sj09,36,female,6,6,36,36,-1,0,product,letter,SOA_050,1,259,2,large,ok
sj09,36,female,4,4,20,16,-1,0,not_product,letter,SOA_220,1,755,2,small,ok
sj09,36,female,6,7,42,42,48,0,product,number,SOA_220,1,345,2,large,ok
sj09,36,female,4,5,16,20,24,0,not_product,number,SOA_220,0,569,2,small,ok
sj09,36,female,3,5,15,15,-1,0,product,letter,SOA_170,0,339,2,small,ok
sj09,36,female,5,6,30,30,-1,0,product,letter,SOA_170,0,660,2,small,ok
sj09,36,female,7,7,49,49,56,0,product,number,SOA_170,0,292,2,large,ok
sj09,36,female,6,7,37,42,36,0,not_product,number,SOA_050,0,342,2,large,ok
sj09,36,female,3,6,18,18,17,0,product,number,SOA_220,1,439,2,small,ok
sj09,36,female,6,6,31,36,-1,0,not_product,letter,SOA_220,1,371,2,large,ok
sj09,36,female,5,6,30,30,-1,0,product,letter,SOA_220,1,917,2,small,ok
sj09,36,female,3,7,19,21,-1,0,not_product,letter,SOA_220,1,651,2,small,ok
sj09,36,female,4,7,24,28,-1,0,not_product,letter,SOA_050,1,853,2,small,ok
sj09,36,female,4,8,32,32,-1,0,product,letter,SOA_220,0,567,2,large,ok
sj09,36,female,4,4,12,16,23,0,not_product,number,SOA_170,1,587,2,small,ok
sj09,36,female,4,7,34,28,32,0,not_product,number,SOA_220,0,267,2,small,ok
sj09,36,female,5,8,40,40,-1,0,product,letter,SOA_220,0,571,2,large,ok
sj09,36,female,6,7,42,42,-1,0,product,letter,SOA_050,1,230,2,large,ok
sj09,36,female,4,4,16,16,-1,0,product,letter,SOA_220,1,436,2,small,ok
sj09,36,female,4,7,34,28,32,0,not_product,number,SOA_170,0,378,2,small,ok
sj09,36,female,7,7,46,49,-1,0,not_product,letter,SOA_050,1,925,2,large,ok
sj09,36,female,3,6,17,18,-1,0,not_product,letter,SOA_050,0,488,2,small,ok
sj09,36,female,5,7,30,35,31,0,not_product,number,SOA_220,1,524,2,large,ok
sj09,36,female,6,6,36,36,42,0,product,number,SOA_220,1,361,2,large,ok
sj09,36,female,5,5,22,25,34,0,not_product,number,SOA_170,0,421,2,small,ok
sj09,36,female,3,7,21,21,23,0,product,number,SOA_170,1,565,2,small,ok
sj09,36,female,5,7,41,35,30,0,not_product,number,SOA_170,1,697,2,large,ok
sj09,36,female,3,5,15,15,-1,0,product,letter,SOA_220,1,699,2,small,ok
sj09,36,female,4,5,17,20,16,0,not_product,number,SOA_170,1,691,2,small,ok
sj09,36,female,5,5,25,25,-1,0,product,letter,SOA_050,1,646,2,small,ok
sj09,36,female,4,7,32,28,26,0,not_product,number,SOA_050,0,602,2,small,ok
sj09,36,female,4,8,32,32,28,0,product,number,SOA_050,1,358,2,large,ok
sj09,36,female,6,6,31,36,-1,0,not_product,letter,SOA_050,1,524,2,large,ok
sj09,36,female,4,7,28,28,32,0,product,number,SOA_170,1,424,2,small,ok
sj09,36,female,3,6,18,18,15,0,product,number,SOA_170,0,873,2,small,ok
sj09,36,female,7,7,42,49,56,0,not_product,number,SOA_220,1,407,2,large,ok
sj09,36,female,3,7,24,21,-1,0,not_product,letter,SOA_170,1,779,2,small,ok
sj09,36,female,4,8,29,32,36,0,not_product,number,SOA_170,0,515,2,large,ok
sj09,36,female,3,7,19,21,-1,0,not_product,letter,SOA_050,1,601,2,small,ok
sj09,36,female,6,6,41,36,30,0,not_product,number,SOA_050,1,549,2,large,ok
sj09,36,female,6,8,43,48,53,0,not_product,number,SOA_170,1,435,2,large,ok
sj09,36,female,5,8,48,40,47,0,not_product,number,SOA_220,0,570,2,large,ok
sj09,36,female,5,6,30,30,36,0,product,number,SOA_050,1,564,2,small,ok
sj09,36,female,7,7,42,49,-1,0,not_product,letter,SOA_170,0,584,2,large,ok
sj09,36,female,3,6,18,18,21,0,product,number,SOA_050,0,280,2,small,ok
sj09,36,female,5,6,38,30,36,0,not_product,number,SOA_050,0,372,2,small,ok
sj09,36,female,5,6,38,30,36,0,not_product,number,SOA_220,1,566,2,small,ok
sj09,36,female,5,5,20,25,-1,0,not_product,letter,SOA_220,1,427,2,small,ok
sj09,36,female,6,6,36,36,41,0,product,number,SOA_170,0,507,2,large,ok
sj09,36,female,5,5,25,25,30,0,product,number,SOA_220,1,555,2,small,ok
sj09,36,female,5,7,35,35,-1,0,product,letter,SOA_170,1,473,2,large,ok
sj09,36,female,6,7,42,42,37,0,product,number,SOA_170,0,743,2,large,ok
sj09,36,female,4,4,16,16,13,0,product,number,SOA_220,1,295,2,small,ok
sj09,36,female,6,7,47,42,-1,0,not_product,letter,SOA_220,1,634,2,large,ok
sj09,36,female,6,8,53,48,-1,0,not_product,letter,SOA_220,0,568,2,large,ok
sj09,36,female,5,8,40,40,-1,0,product,letter,SOA_050,0,476,2,large,ok
sj09,36,female,7,7,49,49,-1,0,product,letter,SOA_050,0,490,2,large,ok
sj09,36,female,4,8,37,32,-1,0,not_product,letter,SOA_220,1,629,2,large,ok
sj09,36,female,5,5,22,25,20,0,not_product,number,SOA_050,0,658,2,small,ok
sj09,36,female,5,8,40,40,33,0,product,number,SOA_170,1,588,2,large,ok
sj09,36,female,4,8,32,32,-1,0,product,letter,SOA_050,0,349,2,large,ok
sj09,36,female,4,4,23,16,13,0,not_product,number,SOA_050,0,317,2,small,ok
sj09,36,female,6,8,43,48,42,0,not_product,number,SOA_220,0,859,2,large,ok
sj09,36,female,6,6,36,36,-1,0,product,letter,SOA_220,0,371,2,large,ok
sj09,36,female,3,5,11,15,10,0,not_product,number,SOA_170,1,358,2,small,ok
sj09,36,female,4,8,32,32,36,0,product,number,SOA_170,1,380,2,large,ok
sj09,36,female,6,8,53,48,42,0,not_product,number,SOA_050,1,484,2,large,ok
sj09,36,female,3,6,23,18,-1,0,not_product,letter,SOA_170,1,312,2,small,ok
sj10,22,female,5,8,40,40,-1,0,product,letter,SOA_220,1,1003,1,large,ok
sj10,22,female,3,7,23,21,-1,0,not_product,letter,SOA_220,0,599,1,small,ok
sj10,22,female,3,5,15,15,-1,0,product,letter,SOA_220,0,1315,1,small,ok
sj10,22,female,3,6,21,18,23,0,not_product,number,SOA_050,0,442,1,small,ok
sj10,22,female,6,6,31,36,30,0,not_product,number,SOA_050,1,790,1,large,ok
sj10,22,female,3,5,23,15,10,0,not_product,number,SOA_050,1,996,1,small,ok
sj10,22,female,3,6,21,18,15,0,not_product,number,SOA_170,0,874,1,small,ok
sj10,22,female,3,7,21,21,19,0,product,number,SOA_220,0,1672,1,small,ok
sj10,22,female,3,5,15,15,10,0,product,number,SOA_050,0,1047,1,small,ok
sj10,22,female,3,7,21,21,18,0,product,number,SOA_170,1,731,1,small,ok
sj10,22,female,3,6,23,18,17,0,not_product,number,SOA_220,1,1733,1,small,ok
sj10,22,female,4,8,32,32,-1,0,product,letter,SOA_220,1,711,1,large,ok
sj10,22,female,7,7,49,49,46,0,product,number,SOA_220,1,869,1,large,ok
sj10,22,female,4,4,16,16,-1,0,product,letter,SOA_220,1,707,1,small,ok
sj10,22,female,5,5,25,25,34,0,product,number,SOA_220,1,492,1,small,ok
sj10,22,female,6,6,30,36,-1,0,not_product,letter,SOA_170,1,518,1,large,ok
sj10,22,female,3,6,18,18,15,0,product,number,SOA_170,0,796,1,small,ok
sj10,22,female,4,4,16,16,23,0,product,number,SOA_050,1,458,1,small,ok
sj10,22,female,5,7,41,35,-1,0,not_product,letter,SOA_050,1,524,1,large,ok
sj10,22,female,4,4,16,16,23,0,product,number,SOA_170,1,745,1,small,ok
sj10,22,female,6,6,36,36,-1,0,product,letter,SOA_050,1,313,1,large,ok
sj10,22,female,6,8,42,48,-1,0,not_product,letter,SOA_220,1,647,1,large,ok
sj10,22,female,6,7,42,42,-1,0,product,letter,SOA_170,1,1019,1,large,ok
sj10,22,female,3,6,18,18,-1,0,product,letter,SOA_170,1,483,1,small,ok
sj10,22,female,6,7,42,42,36,0,product,number,SOA_170,1,487,1,large,ok
sj10,22,female,4,7,26,28,-1,0,not_product,letter,SOA_220,0,587,1,small,ok
sj10,22,female,4,8,29,32,36,0,not_product,number,SOA_220,1,588,1,large,ok
sj10,22,female,6,8,54,48,43,0,not_product,number,SOA_050,1,524,1,large,ok
sj10,22,female,4,4,16,16,13,0,product,number,SOA_220,1,568,1,small,ok
sj10,22,female,6,7,42,42,47,0,product,number,SOA_220,1,1740,1,large,ok
sj10,22,female,6,7,42,42,-1,0,product,letter,SOA_050,1,724,1,large,ok
sj10,22,female,4,5,20,20,-1,0,product,letter,SOA_170,1,681,1,small,ok
sj10,22,female,5,5,25,25,-1,0,product,letter,SOA_170,1,517,1,small,ok
sj10,22,female,3,6,18,18,-1,0,product,letter,SOA_050,1,603,1,small,ok
sj10,22,female,6,6,36,36,31,0,product,number,SOA_170,1,1367,1,large,ok
sj10,22,female,4,5,16,20,-1,0,not_product,letter,SOA_050,1,1051,1,small,ok
sj10,22,female,6,7,37,42,47,0,not_product,number,SOA_220,0,678,1,large,ok
sj10,22,female,5,5,22,25,-1,0,not_product,letter,SOA_220,0,588,1,small,ok
sj10,22,female,4,8,32,32,-1,0,product,letter,SOA_050,0,492,1,large,ok
sj10,22,female,5,6,30,30,-1,0,product,letter,SOA_050,0,1062,1,small,ok
sj10,22,female,5,8,40,40,48,0,product,number,SOA_220,0,694,1,large,ok
sj10,22,female,6,7,48,42,-1,0,not_product,letter,SOA_220,1,521,1,large,ok
sj10,22,female,5,5,30,25,20,0,not_product,number,SOA_170,0,629,1,small,ok
sj10,22,female,4,8,32,32,36,0,product,number,SOA_220,1,685,1,large,ok
sj10,22,female,3,6,17,18,-1,0,not_product,letter,SOA_050,0,921,1,small,ok
sj10,22,female,5,6,22,30,24,0,not_product,number,SOA_050,1,597,1,small,ok
sj10,22,female,5,8,32,40,47,0,not_product,number,SOA_170,0,779,1,large,ok
sj10,22,female,3,7,23,21,24,0,not_product,number,SOA_050,1,643,1,small,ok
sj10,22,female,4,8,32,32,36,0,product,number,SOA_050,1,552,1,large,ok
sj10,22,female,7,7,42,49,-1,0,not_product,letter,SOA_170,1,646,1,large,ok
sj10,22,female,3,7,19,21,-1,0,not_product,letter,SOA_050,0,635,1,small,ok
sj10,22,female,7,7,56,49,46,0,not_product,number,SOA_170,0,520,1,large,ok
sj10,22,female,4,5,24,20,-1,0,not_product,letter,SOA_220,1,612,1,small,ok
sj10,22,female,3,5,15,15,-1,0,product,letter,SOA_050,0,502,1,small,ok
sj10,22,female,4,7,28,28,34,0,product,number,SOA_050,1,615,1,small,ok
sj10,22,female,5,7,41,35,-1,0,not_product,letter,SOA_220,1,537,1,large,ok
sj10,22,female,4,8,29,32,-1,0,not_product,letter,SOA_050,0,555,1,large,ok
sj10,22,female,5,6,22,30,38,0,not_product,number,SOA_170,1,1065,1,small,ok
sj10,22,female,6,8,48,48,-1,0,product,letter,SOA_050,0,NA,1,large,ok
sj10,22,female,7,7,49,49,-1,0,product,letter,SOA_050,0,526,1,large,ok
sj10,22,female,6,8,42,48,-1,0,not_product,letter,SOA_050,0,666,1,large,ok
sj10,22,female,5,5,25,25,-1,0,product,letter,SOA_220,1,538,1,small,ok
sj10,22,female,4,4,13,16,-1,0,not_product,letter,SOA_050,0,636,1,small,ok
sj10,22,female,5,5,25,25,-1,0,product,letter,SOA_050,1,810,1,small,ok
sj10,22,female,4,7,28,28,-1,0,product,letter,SOA_050,0,468,1,small,ok
sj10,22,female,3,7,23,21,18,0,not_product,number,SOA_170,1,573,1,small,ok
sj10,22,female,3,5,15,15,11,0,product,number,SOA_220,0,679,1,small,ok
sj10,22,female,4,7,34,28,32,0,not_product,number,SOA_170,0,1101,1,small,ok
sj10,22,female,5,5,25,25,20,0,product,number,SOA_050,1,869,1,small,ok
sj10,22,female,5,7,35,35,40,0,product,number,SOA_220,0,771,1,large,ok
sj10,22,female,4,7,32,28,34,0,not_product,number,SOA_050,1,693,1,small,ok
sj10,22,female,4,5,20,20,-1,0,product,letter,SOA_220,0,312,1,small,ok
sj10,22,female,6,6,31,36,41,0,not_product,number,SOA_220,0,582,1,large,ok
sj10,22,female,5,8,48,40,-1,0,not_product,letter,SOA_170,1,726,1,large,ok
sj10,22,female,5,8,40,40,-1,0,product,letter,SOA_170,0,634,1,large,ok
sj10,22,female,5,8,32,40,48,0,not_product,number,SOA_220,0,872,1,large,ok
sj10,22,female,3,5,23,15,10,0,not_product,number,SOA_170,0,662,1,small,ok
sj10,22,female,5,8,40,40,47,0,product,number,SOA_170,1,1143,1,large,ok
sj10,22,female,4,7,24,28,34,0,not_product,number,SOA_220,0,NA,1,small,ok
sj10,22,female,5,5,34,25,-1,0,not_product,letter,SOA_170,0,651,1,small,ok
sj10,22,female,5,6,22,30,-1,0,not_product,letter,SOA_220,0,677,1,small,ok
sj10,22,female,4,7,28,28,34,0,product,number,SOA_220,0,699,1,small,ok
sj10,22,female,7,7,52,49,46,0,not_product,number,SOA_050,1,515,1,large,ok
sj10,22,female,5,7,31,35,40,0,not_product,number,SOA_220,0,538,1,large,ok
sj10,22,female,5,7,40,35,30,0,not_product,number,SOA_050,1,397,1,large,ok
sj10,22,female,4,4,20,16,-1,0,not_product,letter,SOA_170,1,506,1,small,ok
sj10,22,female,5,7,35,35,-1,0,product,letter,SOA_220,1,522,1,large,ok
sj10,22,female,5,6,30,30,38,0,product,number,SOA_170,0,550,1,small,ok
sj10,22,female,7,7,49,49,46,0,product,number,SOA_050,1,389,1,large,ok
sj10,22,female,3,5,11,15,-1,0,not_product,letter,SOA_050,1,461,1,small,ok
sj10,22,female,4,7,24,28,-1,0,not_product,letter,SOA_050,1,777,2,small,ok
sj10,22,female,7,7,42,49,-1,0,not_product,letter,SOA_050,1,652,2,large,ok
sj10,22,female,3,7,21,21,-1,0,product,letter,SOA_170,1,678,2,small,ok
sj10,22,female,5,7,30,35,-1,0,not_product,letter,SOA_170,0,908,2,large,ok
sj10,22,female,6,8,48,48,43,0,product,number,SOA_050,0,684,2,large,ok
sj10,22,female,6,7,42,42,-1,0,product,letter,SOA_220,1,536,2,large,ok
sj10,22,female,6,7,48,42,47,0,not_product,number,SOA_050,1,522,2,large,ok
sj10,22,female,3,5,15,15,10,0,product,number,SOA_170,0,630,2,small,ok
sj10,22,female,6,7,42,42,47,0,product,number,SOA_050,1,356,2,large,ok
sj10,22,female,4,4,12,16,23,0,not_product,number,SOA_050,1,507,2,small,ok
sj10,22,female,4,5,20,20,23,0,product,number,SOA_220,0,459,2,small,ok
sj10,22,female,4,8,28,32,37,0,not_product,number,SOA_170,0,749,2,large,ok
sj10,22,female,5,8,47,40,-1,0,not_product,letter,SOA_050,0,563,2,large,ok
sj10,22,female,6,7,47,42,36,0,not_product,number,SOA_170,0,743,2,large,ok
sj10,22,female,4,8,28,32,36,0,not_product,number,SOA_050,0,1047,2,large,ok
sj10,22,female,4,5,23,20,24,0,not_product,number,SOA_050,1,604,2,small,ok
sj10,22,female,5,7,35,35,31,0,product,number,SOA_170,0,824,2,large,ok
sj10,22,female,7,7,49,49,-1,0,product,letter,SOA_170,1,1096,2,large,ok
sj10,22,female,7,7,52,49,-1,0,not_product,letter,SOA_220,0,330,2,large,ok
sj10,22,female,5,6,30,30,38,0,product,number,SOA_220,0,565,2,small,ok
sj10,22,female,4,4,12,16,-1,0,not_product,letter,SOA_220,0,409,2,small,ok
sj10,22,female,3,6,17,18,-1,0,not_product,letter,SOA_170,1,797,2,small,ok
sj10,22,female,3,5,15,15,-1,0,product,letter,SOA_170,0,539,2,small,ok
sj10,22,female,6,6,41,36,31,0,not_product,number,SOA_170,0,941,2,large,ok
sj10,22,female,4,5,20,20,16,0,product,number,SOA_170,1,485,2,small,ok
sj10,22,female,6,7,48,42,-1,0,not_product,letter,SOA_170,1,921,2,large,ok
sj10,22,female,5,5,25,25,20,0,product,number,SOA_170,1,902,2,small,ok
sj10,22,female,7,7,56,49,46,0,not_product,number,SOA_220,1,1478,2,large,ok
sj10,22,female,4,5,20,20,-1,0,product,letter,SOA_050,1,684,2,small,ok
sj10,22,female,6,8,48,48,53,0,product,number,SOA_170,1,1160,2,large,ok
sj10,22,female,4,5,23,20,-1,0,not_product,letter,SOA_170,1,1268,2,small,ok
sj10,22,female,5,8,40,40,-1,0,product,letter,SOA_050,1,690,2,large,ok
sj10,22,female,4,8,29,32,-1,0,not_product,letter,SOA_170,1,1061,2,large,ok
sj10,22,female,6,8,54,48,43,0,not_product,number,SOA_220,1,629,2,large,ok
sj10,22,female,6,6,36,36,41,0,product,number,SOA_220,1,573,2,large,ok
sj10,22,female,3,7,24,21,19,0,not_product,number,SOA_220,0,935,2,small,ok
sj10,22,female,4,4,13,16,23,0,not_product,number,SOA_170,0,426,2,small,ok
sj10,22,female,3,5,10,15,-1,0,not_product,letter,SOA_220,0,697,2,small,ok
sj10,22,female,4,5,20,20,24,0,product,number,SOA_050,1,412,2,small,ok
sj10,22,female,3,7,24,21,-1,0,not_product,letter,SOA_170,1,422,2,small,ok
sj10,22,female,5,7,35,35,-1,0,product,letter,SOA_170,0,598,2,large,ok
sj10,22,female,4,4,16,16,-1,0,product,letter,SOA_170,0,380,2,small,ok
sj10,22,female,4,7,28,28,-1,0,product,letter,SOA_220,0,405,2,small,ok
sj10,22,female,6,6,30,36,-1,0,not_product,letter,SOA_220,1,728,2,large,ok
sj10,22,female,4,8,32,32,-1,0,product,letter,SOA_170,1,509,2,large,ok
sj10,22,female,5,6,24,30,38,0,not_product,number,SOA_220,0,451,2,small,ok
sj10,22,female,5,6,38,30,-1,0,not_product,letter,SOA_050,1,693,2,small,ok
sj10,22,female,5,5,22,25,20,0,not_product,number,SOA_050,0,423,2,small,ok
sj10,22,female,5,6,30,30,-1,0,product,letter,SOA_170,0,343,2,small,ok
sj10,22,female,3,6,18,18,-1,0,product,letter,SOA_220,1,967,2,small,ok
sj10,22,female,6,8,42,48,53,0,not_product,number,SOA_170,0,316,2,large,ok
sj10,22,female,6,8,48,48,-1,0,product,letter,SOA_220,0,826,2,large,ok
sj10,22,female,6,6,36,36,-1,0,product,letter,SOA_170,1,506,2,large,ok
